item,itemLabel,image,article,opphavslandLabel,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q37766","Coonhunder","http://commons.wikimedia.org/wiki/Special:FilePath/A%20female%20redbone-coonhound-1.jpg","https://no.wikipedia.org/wiki/Coonhunder","","127177p","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38295","Coton de Tuléar","http://commons.wikimedia.org/wiki/Special:FilePath/Coton%20de%20Tular%202.jpg","https://no.wikipedia.org/wiki/Coton_de_tul%C3%A9ar","Madagaskar","Uschi Goess (eingestellt von Caronna )","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38375","Curly coated retriever","http://commons.wikimedia.org/wiki/Special:FilePath/Curley%20coated%20retriever5.jpg","https://nn.wikipedia.org/wiki/Curly_coated_retriever","Storbritannia","Mattias Agar","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q29099","Dachs","http://commons.wikimedia.org/wiki/Special:FilePath/MiniDachshund1%20wb.jpg","https://no.wikipedia.org/wiki/Dachshund","Tyskland","Ellen Levy Finch ( Elf )","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q17504","Dalmatiner","http://commons.wikimedia.org/wiki/Special:FilePath/Dalmatien.jpg","https://no.wikipedia.org/wiki/Dalmatiner","Kroatia","Desaix83 , d'après le travail de Le dalmatien","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38336","Dandie Dinmont terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Dandie%20Dinmont%20Terrier%20600.jpg","https://no.wikipedia.org/wiki/Dandie_dinmont-terrier","Skottland","en:User:Sannse","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1779696","Dansk spets","http://commons.wikimedia.org/wiki/Special:FilePath/Dansk%20spids.jpg","https://no.wikipedia.org/wiki/Dansk_spets","Danmark","Jozef","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q29127","Dansk-svensk gardshund","http://commons.wikimedia.org/wiki/Special:FilePath/Danish%20Swedish%20Farmdog%20cropped.jpg","https://nn.wikipedia.org/wiki/Dansk-svensk_gardshund","","Medico80 at English Wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38358","Dobermann","http://commons.wikimedia.org/wiki/Special:FilePath/Dobermann%20Father-and-son.jpg","https://no.wikipedia.org/wiki/Dobermann","Tyskland","Fran Hogan","CC BY 2.5","https://creativecommons.org/licenses/by/2.5"
"http://www.wikidata.org/entity/Q37750","Dogo canario","http://commons.wikimedia.org/wiki/Special:FilePath/Canary%20Mastiff%20red-brindle2.JPG","https://no.wikipedia.org/wiki/Dogo_canario","","Canarian","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37827","Drentsche patrijshond","http://commons.wikimedia.org/wiki/Special:FilePath/Drentse%20Patrijshond.jpg","https://no.wikipedia.org/wiki/Drentsche_patrijshond","Nederland","Eric Broeksma","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37775","Drever","http://commons.wikimedia.org/wiki/Special:FilePath/Drever%20NUCh%20Tanjo.jpg","https://no.wikipedia.org/wiki/Drever","Sverige","Per Killingmo. Norway (dog owner)","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37650","Dunker","http://commons.wikimedia.org/wiki/Special:FilePath/Dunker.jpg","https://no.wikipedia.org/wiki/Dunker","Noreg","DogWiki picture pool, checked by DogWiki-Admin 14th June 2006","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38990","Dvergpinsjer","http://commons.wikimedia.org/wiki/Special:FilePath/Grupp%202%20DV%C3%84RGPINCHER%2C%20Pincerella%E2%80%99s%20Rinaldo%20Rosso%20%2824260846206%29.jpg","https://no.wikipedia.org/wiki/Dvergpinscher","Tyskland","Svenska Mässan from Sweden","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q38999","Dvergschnauzer","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D1%82%D0%BE%D0%BC%D0%BD%D0%B8%D0%BA%20%22%D0%90%D1%81%D1%81%D0%BE%D0%BD%20%D0%90%D1%80%D0%B8%22%20%D0%A6%D0%B2%D0%B5%D1%80%D0%B3%D1%88%D0%BD%D0%B0%D1%83%D1%86%D0%B5%D1%80%D1%8B%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%B5%20%D0%B8%20%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B5%20%D1%81%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%D0%BC%2012.jpg","https://no.wikipedia.org/wiki/Dvergschnauzer","Tyskland","Zorik07","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38383","Engelsk bulldog","http://commons.wikimedia.org/wiki/Special:FilePath/Racib%C3%B3rz%202007%20082.jpg","https://nn.wikipedia.org/wiki/Engelsk_bulldog","Storbritannia","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38418","Engelsk mastiff","http://commons.wikimedia.org/wiki/Special:FilePath/Mastif%20angielski%20pregowany%20nn.jpg","https://no.wikipedia.org/wiki/Engelsk_mastiff","England","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38309","Engelsk setter","http://commons.wikimedia.org/wiki/Special:FilePath/English%20setter.jpg","https://nn.wikipedia.org/wiki/Engelsk_setter","England","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q29022","Engelsk springer spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Englishspringerspaniel%20Winston.jpg","https://no.wikipedia.org/wiki/Engelsk_springer_spaniel","","SuviLindholm","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37782","Engelsk toy terrier","http://commons.wikimedia.org/wiki/Special:FilePath/English%20Toy%20Terrier%20600%2001.jpg","https://no.wikipedia.org/wiki/Engelsk_toy_terrier","England","sannse (contrast by Pleple2000 )","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37986","Entlebucher sennenhund","http://commons.wikimedia.org/wiki/Special:FilePath/Entlebucher%20sennenhond.jpg","https://no.wikipedia.org/wiki/Entlebucher_sennenhund","Sveits","Entlebucher","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38262","Etnahund","http://commons.wikimedia.org/wiki/Special:FilePath/Cirneco%20dell%20Etna%20611.jpg","https://no.wikipedia.org/wiki/Etnahund","Italia","de:Benutzer:Jan Eduard , contrast Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37946","Eurasier","http://commons.wikimedia.org/wiki/Special:FilePath/Eurasier.jpg","https://no.wikipedia.org/wiki/Eurasier","Tyskland","Ekta at Dutch Wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38808","Faraohund","http://commons.wikimedia.org/wiki/Special:FilePath/Pies%20faraona%20e34.jpg","https://no.wikipedia.org/wiki/Faraohund","Egypt","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q29177","Field Spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Field%20spaniel%20581.jpg","https://no.wikipedia.org/wiki/Field_spaniel","England","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37808","Fila brasileiro","http://commons.wikimedia.org/wiki/Special:FilePath/Yacare%20De%20El%20Siledin.JPG","https://no.wikipedia.org/wiki/Fila_brasileiro","Brasil","Doglover","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q29188","Finsk lapphund","http://commons.wikimedia.org/wiki/Special:FilePath/Finselappenhond%20louhi-no%20watermark.jpg","https://nn.wikipedia.org/wiki/Finsk_lapphund","Finland","SandyA at Dutch Wikipedia ( Original text: Sandy )","Public domain",""
"http://www.wikidata.org/entity/Q29195","Finsk spets","http://commons.wikimedia.org/wiki/Special:FilePath/Finnish%20Spitz%20600.jpg","https://no.wikipedia.org/wiki/Finsk_spets","Finland","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37840","Finsk støver","http://commons.wikimedia.org/wiki/Special:FilePath/Nuori-suomenajokoira.jpg","https://no.wikipedia.org/wiki/Finsk_st%C3%B8ver","Finland","Arto Alanenpää","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q29200","Flat coated retriever","http://commons.wikimedia.org/wiki/Special:FilePath/Flat%20Coated%20Retriever%20-%20black.jpg","https://no.wikipedia.org/wiki/Flat_coated_retriever","Storbritannia","Gunnandreassen","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q39220","Foxterrier","http://commons.wikimedia.org/wiki/Special:FilePath/01%20Wire%20Fox%20terrier.jpg","https://no.wikipedia.org/wiki/Foxterrier","Storbritannia","State Farm","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q29149","Fransk bulldog","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B1%D1%83%D0%BB%D1%8C%D0%B4%D0%BE%D0%B3%D0%B8%202013-09-02%2011-36.JPG","https://no.wikipedia.org/wiki/Fransk_bulldog","Frankrike","User:Frosya a","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38001","Fransk vorstehhund ullpelset","http://commons.wikimedia.org/wiki/Special:FilePath/Griffon%20Boulet%20from%201915.JPG","https://no.wikipedia.org/wiki/Fransk_vorstehhund_ullpelset","","not specified (except those with signature on image)","Public domain",""
"http://www.wikidata.org/entity/Q37494","Gammel dansk hønsehund","http://commons.wikimedia.org/wiki/Special:FilePath/Wy%C5%BCe%C5%82%20du%C5%84ski%20123.jpg","https://no.wikipedia.org/wiki/Gammel_dansk_h%C3%B8nsehund","Danmark","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38219","Gampr","http://commons.wikimedia.org/wiki/Special:FilePath/Armenian%20Gampr%2001.jpg","https://no.wikipedia.org/wiki/Gampr","Armenia","Zara-arush at Armenian Wikipedia","GFDL","https://www.gnu.org/copyleft/fdl.html"
"http://www.wikidata.org/entity/Q38686","Golden retriever","http://commons.wikimedia.org/wiki/Special:FilePath/Golden%20Retriever%20Dukedestiny01%20drvd.jpg","https://nn.wikipedia.org/wiki/Golden_retriever","Skottland / Storbritannia","Dukedestiny01.jpg : ""Janneke Vreugdenhil"" derivative work: Anka Friedrich","Public domain",""
"http://www.wikidata.org/entity/Q38301","Gordon setter","http://commons.wikimedia.org/wiki/Special:FilePath/Orrvilas%20enska%20w800px.jpg","https://no.wikipedia.org/wiki/Gordon_setter","Skottland","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38000","Grand Basset Griffon Vendéen","http://commons.wikimedia.org/wiki/Special:FilePath/G%20Basset%20Griffon%20Vendeen%20600.jpg","https://no.wikipedia.org/wiki/Grand_basset_griffon_vend%C3%A9en","Frankrike","Original uploader was Sannse at en.wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q5414","Grand danois","http://commons.wikimedia.org/wiki/Special:FilePath/8675eds%20win.jpg","https://no.wikipedia.org/wiki/Grand_danois","Tyskland","Original uploader was Markovade.pero at sr.wikipedia","CC BY-SA 3.0 rs","https://creativecommons.org/licenses/by-sa/3.0/rs/deed.en"
"http://www.wikidata.org/entity/Q38571","Greyhound","http://commons.wikimedia.org/wiki/Special:FilePath/GraceTheGreyhound.jpg","https://no.wikipedia.org/wiki/Greyhound","Storbritannia","Neurodoc","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38889","Griffon bruxellois","http://commons.wikimedia.org/wiki/Special:FilePath/Monkey%20Bizniz%20Drama%20Queen.jpg","https://no.wikipedia.org/wiki/Griffon_bruxellois","Belgia","Arne Fagerholt","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q38399","Groenendael","http://commons.wikimedia.org/wiki/Special:FilePath/European%20Groenendael%20male.jpg","https://no.wikipedia.org/wiki/Groenendael","Belgia","Nachoferreyra","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38777","Grosser münsterländer","http://commons.wikimedia.org/wiki/Special:FilePath/GrosserMuensterlaender.jpg","https://no.wikipedia.org/wiki/Grosser_m%C3%BCnsterl%C3%A4nder","Tyskland","Pia C. Groening","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38121","Grosser schweizer Sennenhund","http://commons.wikimedia.org/wiki/Special:FilePath/Swissy-2009-11-02.jpg","https://no.wikipedia.org/wiki/Grosser_schweizer_sennenhund","Sveits","Swissy.JPG : KIKKUZZO88 derivative work: Pleple2000 ( talk )","Public domain",""
"http://www.wikidata.org/entity/Q38515","Grønlandshund","http://commons.wikimedia.org/wiki/Special:FilePath/Greenland%20dog%20upernavik%202007-06-02%20sample.jpg","https://no.wikipedia.org/wiki/Gr%C3%B8nlandshund","Grønland","Slaunger , edited by Thegreenj","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37982","Haldenstøver","http://commons.wikimedia.org/wiki/Special:FilePath/Haldenstovare.jpg","https://no.wikipedia.org/wiki/Haldenst%C3%B8ver","Noreg","Sabine (dogwiki) on http://www.profi1a.de/dogwiki/index.php/Benutzer:Sabine","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37978","Hamiltonstøver","http://commons.wikimedia.org/wiki/Special:FilePath/Hamiltonstovare%20600.jpg","https://no.wikipedia.org/wiki/Hamiltonst%C3%B8ver","Sverige","sannse","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38107","Harrier","http://commons.wikimedia.org/wiki/Special:FilePath/Harrier%20tricolour.jpg","https://no.wikipedia.org/wiki/Harrier_(hund)","Storbritannia","Smcmilla (edited by Pharaoh Hound )","Public domain",""
"http://www.wikidata.org/entity/Q10519107","Hedehund","http://commons.wikimedia.org/wiki/Special:FilePath/Hedehund.JPG","https://no.wikipedia.org/wiki/Hedehund","","Own work","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q23853","Hokkaido","http://commons.wikimedia.org/wiki/Special:FilePath/Hokkaido%2002.jpg","https://no.wikipedia.org/wiki/Hokkaido_(hund)","Japan","Magdalena Niemiec","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q29114","Hollandsk gjeterhund","http://commons.wikimedia.org/wiki/Special:FilePath/Hollandse%20herder%20korthaar.jpg","https://no.wikipedia.org/wiki/Hollandsk_gjeterhund","Nederland","Teunie at Dutch Wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38368","Hovawart","http://commons.wikimedia.org/wiki/Special:FilePath/Dog%20Hovavart.jpg","https://no.wikipedia.org/wiki/Hovawart","Tyskland","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37934","Hvit gjeterhund","http://commons.wikimedia.org/wiki/Special:FilePath/WhiteShepherd.jpg","https://no.wikipedia.org/wiki/Hvit_gjeterhund","Sveits","SarahWoltz","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38016","Hygenhund","http://commons.wikimedia.org/wiki/Special:FilePath/Norwegian%20Hygenhound.jpg","https://no.wikipedia.org/wiki/Hygenhund","Noreg","Bjørn Konestabo","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q4353804","Hälleforshund","http://commons.wikimedia.org/wiki/Special:FilePath/Hades%20Mosshult%20H%C3%A4lleforsare.jpg","https://no.wikipedia.org/wiki/H%C3%A4lleforshund","Sverige","Roguesenvogue","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q38189","Irish glen of imaal terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Adult%20Glen%20of%20Imaal%20terrier.jpg","https://no.wikipedia.org/wiki/Irish_glen_of_imaal_terrier","Irland","photo by Scoo","CC BY-SA 2.5","https://creativecommons.org/licenses/by-sa/2.5"
"http://www.wikidata.org/entity/Q38047","Irish softcoated wheaten terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Soft%20Coated%20Wheaten%20Terrier%20600.jpg","https://no.wikipedia.org/wiki/Irish_softcoated_wheaten_terrier","","sannse","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38289","Irsk rød og hvit setter","http://commons.wikimedia.org/wiki/Special:FilePath/Irish%20Red%20And%20White%20Setter%202005.jpg","https://no.wikipedia.org/wiki/Irsk_r%C3%B8d_og_hvit_setter","","Missledwidge","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38761","Irsk setter","http://commons.wikimedia.org/wiki/Special:FilePath/Can%20Setter%20dog%20GFDL.jpg","https://nn.wikipedia.org/wiki/Irsk_setter","Irland","Luis Miguel Bugallo Sánchez ( Lmbuga Commons )( Lmbuga Galipedia ) Publicada por/ Publish by : Luis Miguel Bugallo Sánchez","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38644","Irsk terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Irish%20Terrier%20P1060074.jpg","https://nn.wikipedia.org/wiki/Irsk_terrier","","Goldmull","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38668","Irsk ulvehund","http://commons.wikimedia.org/wiki/Special:FilePath/Irish%20wolfhound%20giaccomo.JPG","https://no.wikipedia.org/wiki/Irsk_ulvehund","Irland","Camillo 60","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38162","Irsk vasspaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Irlandzki%20spaniel%20wodny%20676.jpg","https://nn.wikipedia.org/wiki/Irsk_vasspaniel","","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38710","Islandsk fårehund","http://commons.wikimedia.org/wiki/Special:FilePath/Ulfur.jpg","https://no.wikipedia.org/wiki/Islandsk_f%C3%A5rehund","Island","User Zonjah on en.wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38503","Italiensk mynde","http://commons.wikimedia.org/wiki/Special:FilePath/Charciki%20W%C5%82oskie%2C%20doros%C5%82y%20i%20szczeniak.jpg","https://no.wikipedia.org/wiki/Italiensk_mynde","Italia","Tesori di Carli","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q39161","Italiensk spinone","http://commons.wikimedia.org/wiki/Special:FilePath/Spinone%20italiano%20Daisy.JPG","https://no.wikipedia.org/wiki/Italiensk_spinone","Italia","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38287","Jack Russell-terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Jack%20Russell%20Terrier%201.jpg","https://no.wikipedia.org/wiki/Jack_russell-terrier","Storbritannia / Australia","Plank","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q38020","Jakutisk laika","http://commons.wikimedia.org/wiki/Special:FilePath/618736210a13.jpg","https://no.wikipedia.org/wiki/Jakutisk_laika","Sakha","Yras","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38146","Japanese chin","http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20Chin%20adult.jpg","https://no.wikipedia.org/wiki/Japanese_chin","Japan","en:User:Trysha","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38126","Japansk spisshund","http://commons.wikimedia.org/wiki/Special:FilePath/JapaneseSpitzPhoto1%20-%20hiro.jpg","https://no.wikipedia.org/wiki/Japansk_spisshund","Japan","Hakumichi","Public domain",""
"http://www.wikidata.org/entity/Q37976","Japansk terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20Terrier%2022.04.2012%202pl.jpg","https://no.wikipedia.org/wiki/Japansk_terrier","Japan","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38105","Jämthund","http://commons.wikimedia.org/wiki/Special:FilePath/Jamthlnd.jpg","https://no.wikipedia.org/wiki/J%C3%A4mthund","Sverige","","Public domain",""
"http://www.wikidata.org/entity/Q38223","Kaï","http://commons.wikimedia.org/wiki/Special:FilePath/Image%20of%20Kai%20%28dog%29.jpg","https://no.wikipedia.org/wiki/Ka%C3%AF","Japan","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q29040","Kanadisk eskimohund","http://commons.wikimedia.org/wiki/Special:FilePath/Cedpup.jpg","https://no.wikipedia.org/wiki/Kanadisk_eskimohund","Canada","Winterwindmals","Public domain",""
"http://www.wikidata.org/entity/Q38958","Kanni","http://commons.wikimedia.org/wiki/Special:FilePath/Kanni.jpg","https://no.wikipedia.org/wiki/Kanni","India","Crkuberan","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q37950","Karelsk bjørnehund","http://commons.wikimedia.org/wiki/Special:FilePath/Karelski%20pies%20na%20nied%C5%BAwiedzie%20sylwetka.JPG","https://no.wikipedia.org/wiki/Karelsk_bj%C3%B8rnehund","Finland","Fraczek.marcin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q2642504","Karelsk-finsk laika","http://commons.wikimedia.org/wiki/Special:FilePath/Karelo%20Finnish%20Laika.jpg","https://no.wikipedia.org/wiki/Karelsk-finsk_laika","Finland","Павел Трофимов (Pavel Trofimov)","CC BY 2.5","https://creativecommons.org/licenses/by/2.5"
"http://www.wikidata.org/entity/Q37954","Karst gjeterhund","http://commons.wikimedia.org/wiki/Special:FilePath/Owczarek%20kraski%20654.jpg","https://no.wikipedia.org/wiki/Karst_gjeterhund","Slovenia","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q29058","Katalansk gjeterhund","http://commons.wikimedia.org/wiki/Special:FilePath/Catalaanse%20herder.JPG","https://no.wikipedia.org/wiki/Katalansk_gjeterhund","","Donnamosa at Dutch Wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38576","Kaukasisk ovtcharka","http://commons.wikimedia.org/wiki/Special:FilePath/Owczarek%20kaukaski%2065556.jpg","https://no.wikipedia.org/wiki/Kaukasisk_ovtcharka","","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38025","Kerry blue terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Kerry%20Blue%20Terrier.jpg","https://no.wikipedia.org/wiki/Kerry_blue_terrier","","Peter Kumpert, Germany","CC BY-SA 3.0 de","https://creativecommons.org/licenses/by-sa/3.0/de/deed.en"
"http://www.wikidata.org/entity/Q38132","King charles spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/King%20Charles%20Spaniel%20200.jpg","https://no.wikipedia.org/wiki/King_charles_spaniel","","Pleple2000 10:18, 5 April 2006 (UTC)","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1742290","Kintamanihund","http://commons.wikimedia.org/wiki/Special:FilePath/Kintamani.jpg","https://no.wikipedia.org/wiki/Kintamanihund","Indonesia","Imk0278 en.wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q39239","Kirgisisk mynde","http://commons.wikimedia.org/wiki/Special:FilePath/Tajgan%20MB%20002.jpg","https://no.wikipedia.org/wiki/Kirgisisk_mynde","Kirgisistan","Marcin Błaszkowski","Public domain",""
"http://www.wikidata.org/entity/Q38342","Kishu","http://commons.wikimedia.org/wiki/Special:FilePath/Kishu.jpg","https://no.wikipedia.org/wiki/Kishu_(hund)","Japan","Sabine, user of DogWiki","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38036","Kleiner münsterländer","http://commons.wikimedia.org/wiki/Special:FilePath/Kleiner%20Munsterlander%20edit.jpg","https://no.wikipedia.org/wiki/Kleiner_m%C3%BCnsterl%C3%A4nder","Tyskland","Edit by Pharaoh Hound , original photo uploaded by Caronna","CC BY 2.5","https://creativecommons.org/licenses/by/2.5"
"http://www.wikidata.org/entity/Q38675","Komondor","http://commons.wikimedia.org/wiki/Special:FilePath/Komondor%20Westminster%20Dog%20Show%20crop.jpg","https://no.wikipedia.org/wiki/Komondor","Ungarn","Photo taken by Flickr user whartonds . Edit (cropped) by Pharaoh Hound .","CC BY-SA 2.5","https://creativecommons.org/licenses/by-sa/2.5"
"http://www.wikidata.org/entity/Q38115","Kontinental toy spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Outdoor%20Continental%20Toy%20Spaniel%20Papillon.jpeg","https://no.wikipedia.org/wiki/Kontinental_toy_spaniel","Belgia","Gvdmoort","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38716","Kooikerhund","http://commons.wikimedia.org/wiki/Special:FilePath/Kooiker03.jpg","https://no.wikipedia.org/wiki/Kooikerhund","Nederland","","CC BY 2.5","https://creativecommons.org/licenses/by/2.5"
"http://www.wikidata.org/entity/Q38951","Koolie","http://commons.wikimedia.org/wiki/Special:FilePath/Pete%20may01%20web.JPG","https://no.wikipedia.org/wiki/Koolie","Australia","The original uploader was Koolieoz at English Wikipedia .","Public domain",""
"http://www.wikidata.org/entity/Q492644","Koreansk chejudo","http://commons.wikimedia.org/wiki/Special:FilePath/Jeju%20dog.jpg","https://no.wikipedia.org/wiki/Koreansk_chejudo","Sør-Korea","Jeju Special Self-Governing Province","KOGL Type 1","https://www.kogl.or.kr/info/licenseType1.do"
