scientist,scientistLabel,birthDate,image,article,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q366827","Paul-Émile Lecoq de Boisbaudran","1836-04-18T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Lecoq%20de%20Boisbaudran.jpg","https://no.wikipedia.org/wiki/Paul_%C3%89mile_Lecoq_de_Boisbaudran","ukjend","Public domain",""
"http://www.wikidata.org/entity/Q370982","Palladiy","1817-09-28T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D1%80%D1%85%D0%B8%D0%BC%D0%B0%D0%BD%D0%B4%D1%80%D0%B8%D1%82%20%D0%9F%D0%B0%D0%BB%D0%BB%D0%B0%D0%B4%D0%B8%D0%B9.jpg","https://no.wikipedia.org/wiki/Pjotr_Kafarov","P. S. Popov","Public domain",""
"http://www.wikidata.org/entity/Q377822","Per Teodor Cleve","1840-02-10T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Teodor%20Cleve%20c1885.jpg","https://no.wikipedia.org/wiki/Per_Teodor_Cleve","Osti, Heinrich, 1826-1914","Public domain",""
"http://www.wikidata.org/entity/Q379219","Pierre Varignon","1654-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Varignon.%20Line%20engraving%20by%20E.%20Desrochers.%20Wellcome%20V0005993.jpg","https://no.wikipedia.org/wiki/Pierre_Varignon","","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q431485","Joseph-Nicolas Delisle","1688-04-04T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Nicolas%20Delisle%20AGE%20V11%201803.jpg","https://no.wikipedia.org/wiki/Joseph-Nicolas_Delisle","Konrad Westermayr","Public domain",""
"http://www.wikidata.org/entity/Q434805","Augusto Boal","1931-03-16T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Augusto%20Boal%20nyc3cr.jpg","https://no.wikipedia.org/wiki/Augusto_Boal","Jonathan McIntosh","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q437675","Jane Ellen Harrison","1850-09-09T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Jane%20Ellen%20Harrison%2002.jpg","https://no.wikipedia.org/wiki/Jane_Ellen_Harrison","https://persons-info.com/persons/KHARRISON_Dzhein_Ellen","Public domain",""
"http://www.wikidata.org/entity/Q439693","Lionel Logue","1880-02-26T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Lionel%20Logue%201937.jpg","https://no.wikipedia.org/wiki/Lionel_Logue","Bassano Ltd","Public domain",""
"http://www.wikidata.org/entity/Q450317","Chien-Shiung Wu","1912-05-31T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Chien-shiung%20Wu%20%281912-1997%29%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Chien-Shiung_Wu","Smithsonian Institution from United States","No restrictions","https://www.flickr.com/commons/usage/"
"http://www.wikidata.org/entity/Q450757","Nevil Maskelyne","1732-10-06T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Maskelyne%20Nevil.jpg","https://no.wikipedia.org/wiki/Nevil_Maskelyne","Edward Scriven","Public domain",""
"http://www.wikidata.org/entity/Q453557","Bruno Pontecorvo","1913-08-22T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Bruno%20Pontecorvo%2C%201955.jpg","https://no.wikipedia.org/wiki/Bruno_Pontekorvo","ukjend","Public domain",""
"http://www.wikidata.org/entity/Q454945","Charles Willson Peale","1741-04-15T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/CharlesWillsonPeale.jpeg","https://no.wikipedia.org/wiki/Charles_Willson_Peale","Charles Willson Peale","Public domain",""
"http://www.wikidata.org/entity/Q464166","Kathryn D. Sullivan","1951-10-03T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Kathryn%20D.%20Sullivan.jpg","https://no.wikipedia.org/wiki/Kathryn_D._Sullivan","NASA","Public domain",""
"http://www.wikidata.org/entity/Q469231","Dorothy Hansine Andersen","1901-05-15T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Dorothy%20Hansine%20Andersen.jpg","https://no.wikipedia.org/wiki/Dorothy_Hansine_Andersen","","Public domain",""
"http://www.wikidata.org/entity/Q493956","Andrea M. Ghez","1965-06-16T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Ghez%20%28cropped1%29.jpg","https://no.wikipedia.org/wiki/Andrea_M._Ghez","BorderlineRebel","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q494455","Orville Wright","1871-08-19T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Orville%20Wright%201905-crop.jpg","https://no.wikipedia.org/wiki/Orville_Wright","Orville Wright and Wilbur Wright (credited as photographers) ,","Public domain",""
"http://www.wikidata.org/entity/Q503130","Hunayn ibn Ishaq","0808-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Hunayn%20ibn-Ishaq%20al-%27Ibadi%20Isagoge.jpg","https://no.wikipedia.org/wiki/Hunayn_ibn_Ishaq","Joannitius","Public domain",""
"http://www.wikidata.org/entity/Q504677","Robert Zubrin","1952-04-09T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Zubrin%20by%20the%20Mars%20Society.jpg","https://no.wikipedia.org/wiki/Robert_Zubrin","The Mars Society","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q513559","Richard A. Muller","1944-01-06T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Berkeley-earth-group-meeting-6-25-13-large%20Richard%20Muller.jpg","https://no.wikipedia.org/wiki/Richard_A._Muller","Berkeley Earth","Public domain",""
"http://www.wikidata.org/entity/Q514079","Heinrich Rantzau","1526-03-21T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Rantzau%20mit%20Elefantenorden.jpg","https://no.wikipedia.org/wiki/Henrik_Rantzau","ukjend","Public domain",""
"http://www.wikidata.org/entity/Q528111","Vaclav Smil","1943-12-09T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Vaclav-smil.jpg","https://no.wikipedia.org/wiki/Vaclav_Smil","Olibroman at English Wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q528647","S. Yizhar","1916-09-27T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/S%20Yizhar.jpg","https://no.wikipedia.org/wiki/S._Yizhar","Théodore Brauner","Public domain",""
"http://www.wikidata.org/entity/Q539791","William Perry","1927-10-11T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/William%20Perry%201993.jpg","https://no.wikipedia.org/wiki/William_Perry","HELENE C. STIKKEL, CIV","Public domain",""
"http://www.wikidata.org/entity/Q548185","Moshe Arens","1925-12-27T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Moshe%20Arens.jpg","https://no.wikipedia.org/wiki/Moshe_Arens","Helene C. Stikkel","Public domain",""
"http://www.wikidata.org/entity/Q551787","Thomas Corneille","1625-08-20T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Corneille%20-%20Versailles%20MV%202933.jpg","https://no.wikipedia.org/wiki/Thomas_Corneille","After Jean Jouvenet","Public domain",""
"http://www.wikidata.org/entity/Q552938","Telford Taylor","1908-02-24T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Brig.%20Gen.%20Telford%20Taylor%20-%20DPLA%20-%20ddb8046643694ede254b66c3caad9818%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Telford_Taylor","Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of the Chief of Counsel for War Crimes. 3…","Public domain",""
"http://www.wikidata.org/entity/Q563537","Elias Chacour","1939-09-18T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Elias%20Chacour%20in%202015.jpg","https://no.wikipedia.org/wiki/Elias_Chacour","Omar J. Harb","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q568506","Lennart Nilsson","1922-08-24T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Lennart%20Nilsson%202014.jpg","https://no.wikipedia.org/wiki/Lennart_Nilsson","Frankie Fouganthin","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q578036","Ron Rivest","1947-05-06T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20L%20Rivest%20photo.jpg","https://no.wikipedia.org/wiki/Ron_Rivest","Ronald L. Rivest","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q584990","Louis de Jaucourt","1704-09-16T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/ChevalierLouisJaucourt.jpg","https://no.wikipedia.org/wiki/Louis_de_Jaucourt","Unknown engraver","Public domain",""
"http://www.wikidata.org/entity/Q588259","Hans Rosling","1948-07-27T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Rosling%2C%202016%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Hans_Rosling","Gapminder Foundation","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q596590","Louis Nirenberg","1925-02-28T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Nirenberg.jpeg","https://no.wikipedia.org/wiki/Louis_Nirenberg","Jacobs, Konrad","CC BY-SA 2.0 de","https://creativecommons.org/licenses/by-sa/2.0/de/deed.en"
"http://www.wikidata.org/entity/Q601435","Philip D. Jones","1952-04-22T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Phil%20Jones%2C%202015.jpg","https://no.wikipedia.org/wiki/Phil_Jones_(klimatolog)","UQx Denial101x Making Sense of Climate Science Denial","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q623624","T. Keith Glennan","1905-09-08T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20T.%20Keith%20Glennan%20-%20GPN-2002-000079.jpg","https://no.wikipedia.org/wiki/T._Keith_Glennan","NASA","Public domain",""
"http://www.wikidata.org/entity/Q669448","Kerim Kerimov","1917-11-14T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Stamps%20of%20Azerbaijan%2C%202007-813.jpg","https://no.wikipedia.org/wiki/Kerim_Kerimov","Post of Azerbaijan","Public domain",""
"http://www.wikidata.org/entity/Q708284","Paweł Strzelecki","1797-07-20T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Pawe%C5%82%20Edmund%20Strzelecki%201.jpg","https://no.wikipedia.org/wiki/Pawe%C5%82_Edmund_Strzelecki","ukjend","Public domain",""
"http://www.wikidata.org/entity/Q721704","Cesare Ripa","1555-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Della%20nouissima%20Iconologia%20di%20Cesare%20Ripa%20Perugino%20Caualier%20de%20SS.%20Mauritio%20and%20Lazzaro%20-%20parte%20prima%20%28-terza%29%20-%20nella%20quale%20si%20descriuono%20diuerse%20imagini%20di%20virtu%2C%20vitij%2C%20affetti%2C%20passioni%20humane%2C%20%2814767093413%29.jpg","https://no.wikipedia.org/wiki/Cesare_Ripa","Internet Archive Book Images","No restrictions","https://www.flickr.com/commons/usage/"
"http://www.wikidata.org/entity/Q733410","Horace Wells","1815-01-21T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Wells%20Horace.jpg","https://no.wikipedia.org/wiki/Horace_Wells","Henry Bryan Hall († 1884)","Public domain",""
"http://www.wikidata.org/entity/Q816499","Ben Goldacre","1974-05-20T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Ben%20Goldacre%20TAM%20London%202009.JPG","https://no.wikipedia.org/wiki/Ben_Goldacre","Gaius Cornelius","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q827502","Bert Vogelstein","1949-06-02T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Bert%20Vogelstein%20giving%20the%20Trent%20Lecture.jpg","https://no.wikipedia.org/wiki/Bert_Vogelstein","Raymond MacDougall","Public domain",""
"http://www.wikidata.org/entity/Q858532","Carl Størmer","1874-09-03T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Portrett%20av%20Carl%20St%C3%B8rmer%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Carl_St%C3%B8rmer","Nasjonalbiblioteket","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q901070","Richard Kirwan","1733-08-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Kirwan%20Richard%20portrait.jpg","https://no.wikipedia.org/wiki/Richard_Kirwan","Henry Fitz-Patrick Berry","Public domain",""
"http://www.wikidata.org/entity/Q903471","Martin Karplus","1930-03-15T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Karplus%20Nobel%20Prize%2022%202013.jpg","https://no.wikipedia.org/wiki/Martin_Karplus","Bengt Nyman","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q950605","Jacques Curie","1855-10-28T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Curie%2C%20Jacques%20und%20Pierre%20mit%20Eltern.jpg","https://no.wikipedia.org/wiki/Jacques_Curie","ukjend","Public domain",""
