item,itemLabel,image,article,opphavsland,opphavslandLabel
"http://www.wikidata.org/entity/Q104864044","Desperation pie","http://commons.wikimedia.org/wiki/Special:FilePath/Buttermilk%20Pie.jpg","https://en.wikipedia.org/wiki/Desperation_pies","http://www.wikidata.org/entity/Q30","USA"
"http://www.wikidata.org/entity/Q2723965","Dhansak","http://commons.wikimedia.org/wiki/Special:FilePath/Dhansak.JPG","https://en.wikipedia.org/wiki/Dhansak","http://www.wikidata.org/entity/Q668","India"
"http://www.wikidata.org/entity/Q171983","dhokla","http://commons.wikimedia.org/wiki/Special:FilePath/Dhokla%20prepared%20at%20home%2C%20Gurgaon%2C%20India.jpg","https://en.wikipedia.org/wiki/Dhokla","http://www.wikidata.org/entity/Q668","India"
"http://www.wikidata.org/entity/Q3026484","Dibi","http://commons.wikimedia.org/wiki/Special:FilePath/Dibi%20accompagn%C3%A9%20de%20salades%20et%20frites.jpg","https://en.wikipedia.org/wiki/Dibi_(food)","http://www.wikidata.org/entity/Q1041","Senegal"
"http://www.wikidata.org/entity/Q1228260","Dirty rice","http://commons.wikimedia.org/wiki/Special:FilePath/Pork%20chop%20and%20dirty%20rice.jpg","https://nn.wikipedia.org/wiki/Dirty_rice","",""
"http://www.wikidata.org/entity/Q5286620","dobin mushi","http://commons.wikimedia.org/wiki/Special:FilePath/Dobin%20mushi.jpg","https://en.wikipedia.org/wiki/Dobin_mushi","http://www.wikidata.org/entity/Q17","Japan"
"http://www.wikidata.org/entity/Q141293","dondurma","http://commons.wikimedia.org/wiki/Special:FilePath/Dondurma%20with%20kabak.jpg","https://no.wikipedia.org/wiki/Dondurma","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q11323173","Doria","http://commons.wikimedia.org/wiki/Special:FilePath/Meat%20doria.jpg","https://en.wikipedia.org/wiki/Doria_(food)","",""
"http://www.wikidata.org/entity/Q5305996","draw soup","http://commons.wikimedia.org/wiki/Special:FilePath/Pounded%20Yam%20and%20Okro%20Soup.jpg","https://en.wikipedia.org/wiki/Draw_soup","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q2631681","dressed herring","http://commons.wikimedia.org/wiki/Special:FilePath/Selidi%20pod%20shuboi.jpg","https://en.wikipedia.org/wiki/Dressed_herring","http://www.wikidata.org/entity/Q15180","Sovjetunionen"
"http://www.wikidata.org/entity/Q137921543","Dundun","http://commons.wikimedia.org/wiki/Special:FilePath/Fried%20Yam%20%28Dundu%29.jpg","https://en.wikipedia.org/wiki/Dundun_(food)","",""
"http://www.wikidata.org/entity/Q1268122","duxelles","http://commons.wikimedia.org/wiki/Special:FilePath/Duxelles.jpg","https://en.wikipedia.org/wiki/Duxelles","",""
"http://www.wikidata.org/entity/Q12593636","dwaeji-gukbap","http://commons.wikimedia.org/wiki/Special:FilePath/Dwaeji-gukbap.jpg","https://en.wikipedia.org/wiki/Dwaeji-gukbap","http://www.wikidata.org/entity/Q884","Sør-Korea"
"http://www.wikidata.org/entity/Q19838749","düğün çorbası","http://commons.wikimedia.org/wiki/Special:FilePath/Wedding%20soup%20from%20the%20Turkish%20cuisine.jpg","https://en.wikipedia.org/wiki/D%C3%BC%C4%9F%C3%BCn_%C3%A7orbas%C4%B1","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q5331480","Eba","http://commons.wikimedia.org/wiki/Special:FilePath/African%20dish%2C%2CEgusi%20Soup%20and%20Eba.jpg","https://en.wikipedia.org/wiki/Eba","http://www.wikidata.org/entity/Q945","Togo"
"http://www.wikidata.org/entity/Q28402897","Edikang Ikong","http://commons.wikimedia.org/wiki/Special:FilePath/Edikang%20ikong.jpg","https://en.wikipedia.org/wiki/Edikang_ikong","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q113002820","Edo black soup","http://commons.wikimedia.org/wiki/Special:FilePath/Schwarzsauer-3.jpg","https://en.wikipedia.org/wiki/Edo_black_soup","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q116745181","Edo traditional food","http://commons.wikimedia.org/wiki/Special:FilePath/White%20soup%20and%20corn%20meal%20%28%20Nigerian%20food%29.jpg","https://en.wikipedia.org/wiki/Edo_traditional_food","",""
"http://www.wikidata.org/entity/Q25043246","Efo riro","http://commons.wikimedia.org/wiki/Special:FilePath/Prepared%20%28Vegetable%29%20Efo%20Riro.jpg","https://en.wikipedia.org/wiki/Efo_riro","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q113038928","Egbo","http://commons.wikimedia.org/wiki/Special:FilePath/Egbo%20%28Food%29.jpg","https://en.wikipedia.org/wiki/Egbo_(food)","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q28000941","Eiernockerl","http://commons.wikimedia.org/wiki/Special:FilePath/20180222%20CafeFalk%20003%20%2839646637215%29.jpg","https://en.wikipedia.org/wiki/Eiernockerl","http://www.wikidata.org/entity/Q40","Østerrike"
"http://www.wikidata.org/entity/Q17019149","Eight treasure rice","http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20Stevens%20%28Gary%20Soup%29%20Eight%20Treasure%20Rice.jpg","https://en.wikipedia.org/wiki/Eight_treasure_rice","http://www.wikidata.org/entity/Q148","Kina"
"http://www.wikidata.org/entity/Q4811799","Ekmek kadayıfı","http://commons.wikimedia.org/wiki/Special:FilePath/EKMEK.jpg","https://en.wikipedia.org/wiki/Ekmek_kaday%C4%B1f%C4%B1","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q107358554","Ekpang Nkwukwo","http://commons.wikimedia.org/wiki/Special:FilePath/Ekpangnkukwo%2002.jpg","https://en.wikipedia.org/wiki/Ekwang","http://www.wikidata.org/entity/Q1009","Kamerun"
"http://www.wikidata.org/entity/Q10271107","Ekuru","http://commons.wikimedia.org/wiki/Special:FilePath/Ekuru%20and%20ata%20din%20din.jpg","https://en.wikipedia.org/wiki/Ekuru","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q2565922","Ema datshi","http://commons.wikimedia.org/wiki/Special:FilePath/Bhutanese%20hemadatsi.jpg","https://en.wikipedia.org/wiki/Ema_datshi","http://www.wikidata.org/entity/Q917","Bhutan"
"http://www.wikidata.org/entity/Q5373825","empal gentong","http://commons.wikimedia.org/wiki/Special:FilePath/Indonesian%20soup-Empal%20Gentong-01.jpg","https://en.wikipedia.org/wiki/Empal_gentong","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q17050490","empal gepuk","http://commons.wikimedia.org/wiki/Special:FilePath/Empal%20Gepuk.jpg","https://en.wikipedia.org/wiki/Gepuk","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q747457","Empanada","http://commons.wikimedia.org/wiki/Special:FilePath/Empanadas%20argentinas%20de%20jam%C3%B3n%20y%20queso%20con%20or%C3%A9gano%20y%20tomate%2C%20pinceladas%20con%20huevo%20batido.jpg","https://nn.wikipedia.org/wiki/Empanada","",""
"http://www.wikidata.org/entity/Q10931125","Empanadilla","http://commons.wikimedia.org/wiki/Special:FilePath/Empanadillas.jpg","https://en.wikipedia.org/wiki/Empanadilla","http://www.wikidata.org/entity/Q419","Peru"
"http://www.wikidata.org/entity/Q876096","enchilada","http://commons.wikimedia.org/wiki/Special:FilePath/Festival%20de%20la%20Enchilada%2059.jpg","https://no.wikipedia.org/wiki/Enchilada","http://www.wikidata.org/entity/Q96","Mexico"
"http://www.wikidata.org/entity/Q5832771","Enfrijoladas","http://commons.wikimedia.org/wiki/Special:FilePath/Desayuno%20Veracruzano.jpg","https://en.wikipedia.org/wiki/Enfrijoladas","http://www.wikidata.org/entity/Q96","Mexico"
"http://www.wikidata.org/entity/Q5389704","erkuai","http://commons.wikimedia.org/wiki/Special:FilePath/%E6%98%86%E6%98%8E%E8%8B%B1%E5%87%A4%E7%83%A7%E9%A5%B5%E5%9D%97.jpg","https://en.wikipedia.org/wiki/Erkuai","",""
"http://www.wikidata.org/entity/Q367225","ertesuppe","http://commons.wikimedia.org/wiki/Special:FilePath/Erwtensoep%20roggebrood%20katenspek.jpg","https://no.wikipedia.org/wiki/Ertesuppe","http://www.wikidata.org/entity/Q11772","antikkens Hellas"
"http://www.wikidata.org/entity/Q28208795","Eru","http://commons.wikimedia.org/wiki/Special:FilePath/Water%20fufu%20and%20Eru.jpg","https://en.wikipedia.org/wiki/Eru_(soup)","",""
"http://www.wikidata.org/entity/Q16975890","es buah","http://commons.wikimedia.org/wiki/Special:FilePath/Es%20buah%20dengan%20buah%20naga.jpg","https://en.wikipedia.org/wiki/Es_buah","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q3909175","es doger","http://commons.wikimedia.org/wiki/Special:FilePath/Es%20Doger%201.JPG","https://en.wikipedia.org/wiki/Es_doger","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q16942586","es goyobod","http://commons.wikimedia.org/wiki/Special:FilePath/Goyobod%20Subang.jpg","https://en.wikipedia.org/wiki/Es_goyobod","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q3097864","espetada","http://commons.wikimedia.org/wiki/Special:FilePath/Zum%20Grill%20umgebautes%20Fass%20mit%20Espetada-Spie%C3%9Fen%20II.jpg","https://en.wikipedia.org/wiki/Espetada","http://www.wikidata.org/entity/Q45","Portugal"
"http://www.wikidata.org/entity/Q3044741","Esqueixada","http://commons.wikimedia.org/wiki/Special:FilePath/Esqueixada%2001.jpg","https://en.wikipedia.org/wiki/Esqueixada","http://www.wikidata.org/entity/Q29","Spania"
"http://www.wikidata.org/entity/Q5642869","étouffée","http://commons.wikimedia.org/wiki/Special:FilePath/Crawfish%20etouffee.jpg","https://en.wikipedia.org/wiki/%C3%89touff%C3%A9e","http://www.wikidata.org/entity/Q30","USA"
"http://www.wikidata.org/entity/Q47005642","Ewa Agoyin","http://commons.wikimedia.org/wiki/Special:FilePath/Ewa%20Aganyin%20%28Bean%29.jpg","https://en.wikipedia.org/wiki/Ewa_aganyin","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q995376","Fabada asturiana","http://commons.wikimedia.org/wiki/Special:FilePath/Fabada%20con%20compangu.jpg","https://en.wikipedia.org/wiki/Fabada_asturiana","http://www.wikidata.org/entity/Q29","Spania"
"http://www.wikidata.org/entity/Q188788","falafel","http://commons.wikimedia.org/wiki/Special:FilePath/Falafel%20beim%20Isarinselfest%20M%C3%BCnchen%202.jpg","https://no.wikipedia.org/wiki/Falafel","http://www.wikidata.org/entity/Q79","Egypt"
"http://www.wikidata.org/entity/Q1397036","farofa","http://commons.wikimedia.org/wiki/Special:FilePath/Farofa%20brazil.jpg","https://en.wikipedia.org/wiki/Farofa","http://www.wikidata.org/entity/Q155","Brasil"
"http://www.wikidata.org/entity/Q1397169","Farsu magru","http://commons.wikimedia.org/wiki/Special:FilePath/Farsu%20magru-01.jpg","https://en.wikipedia.org/wiki/Farsu_magru","",""
"http://www.wikidata.org/entity/Q85760630","Fatoot samneh","http://commons.wikimedia.org/wiki/Special:FilePath/Fatoot%20samneh.jpg","https://en.wikipedia.org/wiki/Fatoot_samneh","http://www.wikidata.org/entity/Q801","Israel"
"http://www.wikidata.org/entity/Q1152783","fattigmann","http://commons.wikimedia.org/wiki/Special:FilePath/Kleina.jpg","https://nn.wikipedia.org/wiki/Fattigmann","",""
"http://www.wikidata.org/entity/Q19723512","fava","http://commons.wikimedia.org/wiki/Special:FilePath/Fava%20amb%20carxofa.jpg","https://en.wikipedia.org/wiki/Fava_(Turkish_dish)","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q2915859","Fettuccine Alfredo","http://commons.wikimedia.org/wiki/Special:FilePath/Fetuccine%20Alfredo.jpg","https://en.wikipedia.org/wiki/Fettuccine_Alfredo","http://www.wikidata.org/entity/Q30","USA"
"http://www.wikidata.org/entity/Q20016","fideuà","http://commons.wikimedia.org/wiki/Special:FilePath/Fideua%20-%20xurde.jpg","https://en.wikipedia.org/wiki/Fideu%C3%A0","http://www.wikidata.org/entity/Q29","Spania"
"http://www.wikidata.org/entity/Q22348764","filet américain","http://commons.wikimedia.org/wiki/Special:FilePath/Filet%20americain%20on%20bread.jpg","https://en.wikipedia.org/wiki/Filet_am%C3%A9ricain","http://www.wikidata.org/entity/Q31","Belgia"
"http://www.wikidata.org/entity/Q3505757","finnbiff","http://commons.wikimedia.org/wiki/Special:FilePath/Poronk%C3%A4ristys.jpg","https://no.wikipedia.org/wiki/Finnbiff","http://www.wikidata.org/entity/Q20","Norge"
"http://www.wikidata.org/entity/Q1420442","Fiskesuppe","http://commons.wikimedia.org/wiki/Special:FilePath/Lohikeitto.jpg","https://en.wikipedia.org/wiki/Lohikeitto","http://www.wikidata.org/entity/Q33","Finland"
"http://www.wikidata.org/entity/Q316849","Flammkuchen","http://commons.wikimedia.org/wiki/Special:FilePath/Franchettis%20Gasthaus%20%2B%20Kitchen%20-%202021-02-05%20-%20Sarah%20Stierch%2006.jpg","https://no.wikipedia.org/wiki/Flammkuchen","http://www.wikidata.org/entity/Q142","Frankrike"
"http://www.wikidata.org/entity/Q5862467","Flauta","http://commons.wikimedia.org/wiki/Special:FilePath/FlautasTequis.jpg","https://en.wikipedia.org/wiki/Flauta","http://www.wikidata.org/entity/Q96","Mexico"
"http://www.wikidata.org/entity/Q2395693","forshmak","http://commons.wikimedia.org/wiki/Special:FilePath/Forshmak.jpg","https://en.wikipedia.org/wiki/Forshmak","http://www.wikidata.org/entity/Q27468","Øst-Europa"
"http://www.wikidata.org/entity/Q3080164","Fouée","http://commons.wikimedia.org/wiki/Special:FilePath/Fou%C3%A9es%20angevines%20avec%20rillettes.JPG","https://en.wikipedia.org/wiki/Fou%C3%A9e","",""
"http://www.wikidata.org/entity/Q681770","frankfurter","http://commons.wikimedia.org/wiki/Special:FilePath/Frankfurter%20wuerstchen.jpg","https://no.wikipedia.org/wiki/Frankfurter","http://www.wikidata.org/entity/Q183","Tyskland"
"http://www.wikidata.org/entity/Q30737843","fransk tacos","http://commons.wikimedia.org/wiki/Special:FilePath/French%20tacos%20from%20French%20Tacos%20on%20London%20Road.jpg","https://nn.wikipedia.org/wiki/Fransk_taco","http://www.wikidata.org/entity/Q142","Frankrike"
"http://www.wikidata.org/entity/Q3087626","Fricandeau","http://commons.wikimedia.org/wiki/Special:FilePath/Varkensfricandeau.jpeg","https://en.wikipedia.org/wiki/Fricandeau","",""
"http://www.wikidata.org/entity/Q5503409","Fricot","http://commons.wikimedia.org/wiki/Special:FilePath/Fricot%20de%20barques.JPG","https://en.wikipedia.org/wiki/Fricot","http://www.wikidata.org/entity/Q207353","Acadia"
"http://www.wikidata.org/entity/Q1756289","fried bread","http://commons.wikimedia.org/wiki/Special:FilePath/Topinky.jpg","https://en.wikipedia.org/wiki/Fried_bread","http://www.wikidata.org/entity/Q39193","Böhmen"
"http://www.wikidata.org/entity/Q5503628","fried plantain","http://commons.wikimedia.org/wiki/Special:FilePath/Platano%20frito.JPG","https://en.wikipedia.org/wiki/Fried_plantain","",""
"http://www.wikidata.org/entity/Q1076874","fried rice","http://commons.wikimedia.org/wiki/Special:FilePath/Malapascua%2C%20Vegetable%20fried%20rice%2C%20Philippines.jpg","https://en.wikipedia.org/wiki/Fried_rice","http://www.wikidata.org/entity/Q148","Kina"
"http://www.wikidata.org/entity/Q1464898","frikandel","http://commons.wikimedia.org/wiki/Special:FilePath/Patat%20met.jpg","https://en.wikipedia.org/wiki/Frikandel","http://www.wikidata.org/entity/Q476033","Nederlandene"
"http://www.wikidata.org/entity/Q85762176","Fritas de prasa","http://commons.wikimedia.org/wiki/Special:FilePath/Fritas%20de%20prasa%20ready%20a.jpg","https://en.wikipedia.org/wiki/Fritas_de_prasa","http://www.wikidata.org/entity/Q801","Israel"
"http://www.wikidata.org/entity/Q152834","fruktsalat","http://commons.wikimedia.org/wiki/Special:FilePath/Fruktsallad%20%28Fruit%20salad%29.jpg","https://en.wikipedia.org/wiki/Fruit_salad","",""
"http://www.wikidata.org/entity/Q941004","fufu","http://commons.wikimedia.org/wiki/Special:FilePath/Fufu%201.jpg","https://en.wikipedia.org/wiki/Fufu","http://www.wikidata.org/entity/Q117","Ghana"
"http://www.wikidata.org/entity/Q10499831","Fugazza","http://commons.wikimedia.org/wiki/Special:FilePath/Guerrin%20pizza%20fugazza%20queso.jpg","https://en.wikipedia.org/wiki/Fugazza","http://www.wikidata.org/entity/Q414","Argentina"
"http://www.wikidata.org/entity/Q1473422","ful medames","http://commons.wikimedia.org/wiki/Special:FilePath/Ful%20medames%20salad.jpg","https://en.wikipedia.org/wiki/Ful_medames","http://www.wikidata.org/entity/Q79","Egypt"
"http://www.wikidata.org/entity/Q60150397","Funchoza","http://commons.wikimedia.org/wiki/Special:FilePath/Funchoza.jpg","https://en.wikipedia.org/wiki/Funchoza","",""
"http://www.wikidata.org/entity/Q950976","gachas","http://commons.wikimedia.org/wiki/Special:FilePath/Gachas1.JPG","https://en.wikipedia.org/wiki/Gachas","http://www.wikidata.org/entity/Q29","Spania"
"http://www.wikidata.org/entity/Q209304","gado-gado","http://commons.wikimedia.org/wiki/Special:FilePath/Gado-gado%20in%20Jakarta.JPG","https://en.wikipedia.org/wiki/Gado-gado","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q923729","galantines","http://commons.wikimedia.org/wiki/Special:FilePath/Wachtelgalantine%20mit%20Taubenbrust%20Sonnora%202003.jpg","https://no.wikipedia.org/wiki/Galantines","http://www.wikidata.org/entity/Q142","Frankrike"
"http://www.wikidata.org/entity/Q12233354","galayet bandora","http://commons.wikimedia.org/wiki/Special:FilePath/%D9%82%D9%84%D8%A7%D9%8A%D8%A9%20%D8%A8%D9%86%D8%AF%D9%88%D8%B1%D8%A9.jpg","https://en.wikipedia.org/wiki/Qalayet_bandora","http://www.wikidata.org/entity/Q810","Jordan"
"http://www.wikidata.org/entity/Q3083513","Garbure","http://commons.wikimedia.org/wiki/Special:FilePath/Garbure%20%281%29.jpg","https://en.wikipedia.org/wiki/Garbure","http://www.wikidata.org/entity/Q142","Frankrike"
"http://www.wikidata.org/entity/Q5522421","garden salad","http://commons.wikimedia.org/wiki/Special:FilePath/Salad%20%284%29.jpg","https://en.wikipedia.org/wiki/Garden_salad","",""
"http://www.wikidata.org/entity/Q5523464","Garlic fingers","http://commons.wikimedia.org/wiki/Special:FilePath/Garlic%20Fingers.jpg","https://en.wikipedia.org/wiki/Garlic_fingers","http://www.wikidata.org/entity/Q16","Canada"
"http://www.wikidata.org/entity/Q683495","gâteau Basque","http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A2teau%20Basque%20in%20Gastroteka%20Bimendi%202020-05%20ac.jpg","https://en.wikipedia.org/wiki/G%C3%A2teau_Basque","",""
"http://www.wikidata.org/entity/Q5528400","Gavvalu","http://commons.wikimedia.org/wiki/Special:FilePath/Sweet%20gavvalu%2027.11.13.%20%281%29.JPG","https://en.wikipedia.org/wiki/Sweet_shells","http://www.wikidata.org/entity/Q668","India"
"http://www.wikidata.org/entity/Q2364865","gazelle ankles","http://commons.wikimedia.org/wiki/Special:FilePath/Tcharek%20el%20ariane%20d%27Alger.png","https://en.wikipedia.org/wiki/Gazelle_ankles","http://www.wikidata.org/entity/Q28227","Maghreb"
"http://www.wikidata.org/entity/Q85735249","Gbegiri","http://commons.wikimedia.org/wiki/Special:FilePath/Amala%20and%20ewedu%20with%20gbegiri%20soup.jpg","https://en.wikipedia.org/wiki/Gbegiri","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q1146771","gefilte fish","http://commons.wikimedia.org/wiki/Special:FilePath/Gefilte%20Fish.jpg","https://en.wikipedia.org/wiki/Gefilte_fish","http://www.wikidata.org/entity/Q27509","Sentral-Europa"
"http://www.wikidata.org/entity/Q4264051","geplak","http://commons.wikimedia.org/wiki/Special:FilePath/Gula%20kelapa%20Malioboro%20Yogyakarta.JPG","https://en.wikipedia.org/wiki/Geplak","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q5262528","Getuk","http://commons.wikimedia.org/wiki/Special:FilePath/Getuk%201.jpg","https://en.wikipedia.org/wiki/Gethuk","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q12484057","Getuk Goreng","http://commons.wikimedia.org/wiki/Special:FilePath/Getuk%20goreng%20Sokaraja.jpg","https://en.wikipedia.org/wiki/Getuk_goreng","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q3104777","Ghapama","http://commons.wikimedia.org/wiki/Special:FilePath/Ghapama.jpg","https://en.wikipedia.org/wiki/Ghapama","http://www.wikidata.org/entity/Q399","Armenia"
"http://www.wikidata.org/entity/Q5560177","Gigandes plaki","http://commons.wikimedia.org/wiki/Special:FilePath/Gigandes%20plaki.jpg","https://en.wikipedia.org/wiki/Gigantes_plaki","",""
"http://www.wikidata.org/entity/Q17035821","ginger duck","http://commons.wikimedia.org/wiki/Special:FilePath/Quanzhou-style%20Kiu%E2%81%BF-b%C3%B3-ah%20%28Ginger%20Duck%29%20at%20Yipin%20Xiangqing%20Restaurant%2C%20Beijing%20%2820240908174515%29.jpg","https://en.wikipedia.org/wiki/Ginger_duck","",""
"http://www.wikidata.org/entity/Q5565095","Githeri","http://commons.wikimedia.org/wiki/Special:FilePath/Githeri.jpg","https://en.wikipedia.org/wiki/Githeri","http://www.wikidata.org/entity/Q114","Kenya"
"http://www.wikidata.org/entity/Q5574228","Gnetum africanum","http://commons.wikimedia.org/wiki/Special:FilePath/Gnetum%20africanum.jpg","https://en.wikipedia.org/wiki/Gnetum_africanum","",""
"http://www.wikidata.org/entity/Q1533235","gnocchi alla romana","http://commons.wikimedia.org/wiki/Special:FilePath/Gnocchi%20alla%20romana.jpeg","https://en.wikipedia.org/wiki/Gnocchi_alla_romana","http://www.wikidata.org/entity/Q38","Italia"
"http://www.wikidata.org/entity/Q25220535","goat meat pepper soup","http://commons.wikimedia.org/wiki/Special:FilePath/Goat%20meat%20pepper%20soup%20served%20with%20bread.jpg","https://en.wikipedia.org/wiki/Goat_meat_pepper_soup","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q7799573","gỏi cuốn","http://commons.wikimedia.org/wiki/Special:FilePath/Summer%20roll.jpg","https://en.wikipedia.org/wiki/G%E1%BB%8Fi_cu%E1%BB%91n","http://www.wikidata.org/entity/Q881","Vietnam"
"http://www.wikidata.org/entity/Q122723474","goose as food","http://commons.wikimedia.org/wiki/Special:FilePath/Weihnachtsgans%202H1A5069WI.jpg","https://en.wikipedia.org/wiki/Goose_as_food","",""
"http://www.wikidata.org/entity/Q12097130","Gorohlianyky","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%BE%D1%80%D0%BE%D1%85%D0%BB%D1%8F%D0%BD%D0%B8%D0%BA%D0%B8.jpg","https://en.wikipedia.org/wiki/Gorohlianyky","",""
"http://www.wikidata.org/entity/Q60761452","Goto","http://commons.wikimedia.org/wiki/Special:FilePath/09919jfLuna%20Cagayan%20Valley%20Roadfvf%2008.JPG","https://en.wikipedia.org/wiki/Goto_(food)","http://www.wikidata.org/entity/Q928","Filippinene"
"http://www.wikidata.org/entity/Q1420371","Goxua","http://commons.wikimedia.org/wiki/Special:FilePath/Goxua.jpg","https://en.wikipedia.org/wiki/Goxua","",""
"http://www.wikidata.org/entity/Q713869","grass jelly","http://commons.wikimedia.org/wiki/Special:FilePath/Cincau.jpg","https://en.wikipedia.org/wiki/Grass_jelly","http://www.wikidata.org/entity/Q148","Kina"
"http://www.wikidata.org/entity/Q53698181","grilled cold noodles","http://commons.wikimedia.org/wiki/Special:FilePath/Grilled%20cold%20noodles%201.jpg","https://en.wikipedia.org/wiki/Grilled_cold_noodles","",""
"http://www.wikidata.org/entity/Q10316276","Grilled Lapas","http://commons.wikimedia.org/wiki/Special:FilePath/Patella%20vulgata%20Madeira%201.jpg","https://en.wikipedia.org/wiki/Grilled_limpets","http://www.wikidata.org/entity/Q45","Portugal"
"http://www.wikidata.org/entity/Q85764627","griot","http://commons.wikimedia.org/wiki/Special:FilePath/Griot%20ha%C3%AFtien%20%2842675563925%29.jpg","https://en.wikipedia.org/wiki/Griot_(food)","http://www.wikidata.org/entity/Q790","Haiti"
"http://www.wikidata.org/entity/Q685680","Grønlangkål","http://commons.wikimedia.org/wiki/Special:FilePath/GCVMKohlfahrt2019DiningGruenKohl.jpg","https://nn.wikipedia.org/wiki/L%C3%A5ngk%C3%A5l","",""
"http://www.wikidata.org/entity/Q980840","gudeg","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Gudeg.jpg","https://en.wikipedia.org/wiki/Gudeg","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q5615325","Gui","http://commons.wikimedia.org/wiki/Special:FilePath/Korean.food-Bulgogi-03.jpg","https://en.wikipedia.org/wiki/Gui_(food)","",""
"http://www.wikidata.org/entity/Q702692","gujeolpan","http://commons.wikimedia.org/wiki/Special:FilePath/Gujeolpan.jpg","https://en.wikipedia.org/wiki/Gujeolpan","",""
"http://www.wikidata.org/entity/Q4189322","gulai","http://commons.wikimedia.org/wiki/Special:FilePath/Gulai%20ayam.JPG","https://en.wikipedia.org/wiki/Gulai","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q1367718","Gulaorou","http://commons.wikimedia.org/wiki/Special:FilePath/%E8%8F%A0%E8%90%9D%E5%92%95%E5%99%9C%E8%82%89.jpg","https://no.wikipedia.org/wiki/Gulaorou","http://www.wikidata.org/entity/Q148","Kina"
"http://www.wikidata.org/entity/Q205762","gulasj","http://commons.wikimedia.org/wiki/Special:FilePath/2009-09-gulasch-p%C3%B6rk%C3%B6lt-paprikas-3.jpg","https://nn.wikipedia.org/wiki/Gulasj","http://www.wikidata.org/entity/Q171150","Kongedømmet Ungarn"
"http://www.wikidata.org/entity/Q3503333","gulyásleves","http://commons.wikimedia.org/wiki/Special:FilePath/Gulasova%20polevka.jpg","https://en.wikipedia.org/wiki/Guly%C3%A1sleves","http://www.wikidata.org/entity/Q28","Ungarn"
"http://www.wikidata.org/entity/Q139500157","Guruli gvezeli","http://commons.wikimedia.org/wiki/Special:FilePath/Guruli%20gvezeli.jpg","https://en.wikipedia.org/wiki/Guruli_gvezeli","",""
"http://www.wikidata.org/entity/Q16573500","Gushtab","http://commons.wikimedia.org/wiki/Special:FilePath/Goshtaba%20wazwan.jpg","https://en.wikipedia.org/wiki/Goshtaab","http://www.wikidata.org/entity/Q668","India"
"http://www.wikidata.org/entity/Q1501043","güllaç","http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%BClla%C3%A7%20and%20Turkish%20tea.jpg","https://en.wikipedia.org/wiki/G%C3%BClla%C3%A7","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q1703796","Hákarl","http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A1karl2.jpg","https://nn.wikipedia.org/wiki/H%C3%A1karl","http://www.wikidata.org/entity/Q189","Island"
"http://www.wikidata.org/entity/Q3481800","Hakkebøf","http://commons.wikimedia.org/wiki/Special:FilePath/Hakkeb%C3%B8ffer%20bl%C3%B8de%20l%C3%B8g%20sovs%20kartorfler.jpg","https://no.wikipedia.org/wiki/Hakkeb%C3%B8f","",""
