item,itemLabel,image,article,rankArticle,birthDate,sitelinks,pageviews,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q5639659","Haitam Aleesami","http://commons.wikimedia.org/wiki/Special:FilePath/Haitam%20Aleesami%20%282015%2C%20crop%202%29.jpg","https://nn.wikipedia.org/wiki/Haitam_Aleesami","https://no.wikipedia.org/wiki/Haitam_Aleesami","1991-07-31T00:00:00Z","25","3476","Anders Henrikson","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q969725","Harry Kane","http://commons.wikimedia.org/wiki/Special:FilePath/Harry%20Kane%20England%20v%20Ghana%2023%20June%202026-219%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Harry_Kane","https://no.wikipedia.org/wiki/Harry_Kane","1993-07-28T00:00:00Z","96","2583","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q108990482","Henrik Falchener","http://commons.wikimedia.org/wiki/Special:FilePath/Henrik%20Falchener%20France%20v%20Norway%2026%20June%2026-019.jpg","https://no.wikipedia.org/wiki/Henrik_Falchener","https://no.wikipedia.org/wiki/Henrik_Falchener","2003-05-08T00:00:00Z","21","3728","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q97025559","Henrik Heggheim","http://commons.wikimedia.org/wiki/Special:FilePath/Heggheim%20%282021%29.jpg","https://no.wikipedia.org/wiki/Henrik_Heggheim","https://no.wikipedia.org/wiki/Henrik_Heggheim","2001-04-22T00:00:00Z","9","871","3point.dk","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q29347712","Hugo Vetlesen","http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Salzburg%20gegen%20Club%20Br%C3%BCgge%20%282025-08-06%20Championsleague%20Qualifikation%20Dritte%20Runde%29%2069%20%28Hugo%20Vetlesen%29.jpg","https://no.wikipedia.org/wiki/Hugo_Vetlesen","https://no.wikipedia.org/wiki/Hugo_Vetlesen","2000-02-29T00:00:00Z","17","2588","Werner100359","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q53079519","Håkon Evjen","http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A5kon%20Evjen%202023.jpg","https://no.wikipedia.org/wiki/H%C3%A5kon_Evjen","https://no.wikipedia.org/wiki/H%C3%A5kon_Evjen","2000-02-14T00:00:00Z","16","765","3point.dk","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q203037","Håvard Nielsen","http://commons.wikimedia.org/wiki/Special:FilePath/Havard%20Nielsen91.JPG","https://no.wikipedia.org/wiki/H%C3%A5vard_Nielsen","https://no.wikipedia.org/wiki/H%C3%A5vard_Nielsen","1993-07-15T00:00:00Z","24","2996","Werner100359","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q105956269","Iliman Ndiaye","http://commons.wikimedia.org/wiki/Special:FilePath/Iliman%20Ndiaye%20France%20v%20Senegal%2016%20June%202026-243.jpg","https://no.wikipedia.org/wiki/Iliman_Ndiaye","https://no.wikipedia.org/wiki/Iliman_Ndiaye","2000-03-06T00:00:00Z","35","1486","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q97919252","Isak Dybvik Määttä","http://commons.wikimedia.org/wiki/Special:FilePath/Isak%20dybvik%20maata-1688594223.jpg","https://no.wikipedia.org/wiki/Isak_Dybvik_M%C3%A4%C3%A4tt%C3%A4","https://no.wikipedia.org/wiki/Isak_Dybvik_M%C3%A4%C3%A4tt%C3%A4","2001-09-19T00:00:00Z","13","1423","Bé Speelman","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q97096825","Isak Hansen-Aarøen","http://commons.wikimedia.org/wiki/Special:FilePath/Isak%20Hansen-Aar%C3%B8en%202025.jpg","https://no.wikipedia.org/wiki/Isak_Hansen-Aar%C3%B8en","https://no.wikipedia.org/wiki/Isak_Hansen-Aar%C3%B8en","2004-08-22T00:00:00Z","14","3896","Ser!","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q26924482","Ismaïla Sarr","http://commons.wikimedia.org/wiki/Special:FilePath/Ismaila%20Sarr%20France%20v%20Senegal%2016%20June%202026-425%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Isma%C3%AFla_Sarr","https://no.wikipedia.org/wiki/Isma%C3%AFla_Sarr","1998-02-25T00:00:00Z","46","888","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q16056053","Jack Grealish","http://commons.wikimedia.org/wiki/Special:FilePath/ManCity20240722-017%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Jack_Grealish","https://no.wikipedia.org/wiki/Jack_Grealish","1995-09-10T00:00:00Z","59","1889","Hameltion","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q30148558","Jadon Sancho","http://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20United%20v%20Liverpool%2C%2022%20August%202022%20%2833%29%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Jadon_Sancho","https://no.wikipedia.org/wiki/Jadon_Sancho","2000-03-25T00:00:00Z","61","855","Ardfern","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q96072055","Jamal Musiala","http://commons.wikimedia.org/wiki/Special:FilePath/Jamal%20Musiala%20Ecuador%20v%20Germany%2025%20June%202026-174%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Jamal_Musiala","https://no.wikipedia.org/wiki/Jamal_Musiala","2003-02-26T00:00:00Z","60","745","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q107985608","James Trafford","http://commons.wikimedia.org/wiki/Special:FilePath/James%20Trafford%20England%20v%20Ghana%2023%20June%202026-027.jpg","https://no.wikipedia.org/wiki/James_Trafford","https://no.wikipedia.org/wiki/James_Trafford","2002-10-10T00:00:00Z","37","699","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q6147586","Jamie Vardy","http://commons.wikimedia.org/wiki/Special:FilePath/Jamie%20Vardy%202018.jpg","https://no.wikipedia.org/wiki/Jamie_Vardy","https://no.wikipedia.org/wiki/Jamie_Vardy","1987-01-11T00:00:00Z","67","1489","Кирилл Венедиктов","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q24007299","Jens Petter Hauge","http://commons.wikimedia.org/wiki/Special:FilePath/Jens%20Petter%20Hauge%20France%20v%20Norway%2026%20June%2026-016.jpg","https://nn.wikipedia.org/wiki/Jens_Petter_Hauge","https://no.wikipedia.org/wiki/Jens_Petter_Hauge","1999-10-12T00:00:00Z","38","2299","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q96483798","Jesper Daland","http://commons.wikimedia.org/wiki/Special:FilePath/JesperDalandjunui2024.jpg","https://no.wikipedia.org/wiki/Jesper_Daland","https://no.wikipedia.org/wiki/Jesper_Daland","2000-01-06T00:00:00Z","14","3631","Cercletitoke","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q1689894","Jo Inge Berget","http://commons.wikimedia.org/wiki/Special:FilePath/Jo%20Inge%20Berget%20-%202009-09-27%20at%2020-09-20.jpg","https://nn.wikipedia.org/wiki/Jo_Inge_Berget","https://no.wikipedia.org/wiki/Jo_Inge_Berget","1990-09-11T00:00:00Z","24","1681","Kjetil Ree","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q35229001","Joachim Soltvedt","http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20Soltvedt%20-%20SK%20Brann%20-%2053881393939%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Joachim_Soltvedt","https://no.wikipedia.org/wiki/Joachim_Soltvedt","1995-09-09T00:00:00Z","7","704","Carlo Bruil Fotografie","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q108217373","Joel Mvuka","http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Mvuka.jpg","https://no.wikipedia.org/wiki/Joel_Mvuka","https://no.wikipedia.org/wiki/Joel_Mvuka","2002-11-12T00:00:00Z","11","3573","Jørn Sund-Henriksen","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q106623308","Johan Bakke","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Bakke%20Sogndal-Jerv-021021-1-3.jpg","https://no.wikipedia.org/wiki/Johan_Bakke","https://no.wikipedia.org/wiki/Johan_Bakke","2004-05-01T00:00:00Z","6","769","Bjørn Erik Pedersen","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q530518","Jonas Svensson","http://commons.wikimedia.org/wiki/Special:FilePath/Jonas%20Svensson%2020240116%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Jonas_Svensson","https://no.wikipedia.org/wiki/Jonas_Svensson","1993-03-06T00:00:00Z","21","1261","Beşiktaş JK","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q273715","Jordan Henderson","http://commons.wikimedia.org/wiki/Special:FilePath/Jordan%20Henderson%20England%20v%20Ghana%2023%20June%202026-029%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Jordan_Henderson","https://no.wikipedia.org/wiki/Jordan_Henderson","1990-06-17T00:00:00Z","77","1296","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q130753807","Josefine Birkelund","http://commons.wikimedia.org/wiki/Special:FilePath/Josefine%20Birkelund.jpg","https://no.wikipedia.org/wiki/Josefine_Birkelund","https://no.wikipedia.org/wiki/Josefine_Birkelund","2004-08-07T00:00:00Z","1","842","Løken","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q436237","Joshua King","http://commons.wikimedia.org/wiki/Special:FilePath/King%20asse%20tfc%202425.png","https://nn.wikipedia.org/wiki/Joshua_King","https://no.wikipedia.org/wiki/Joshua_King","1992-01-15T00:00:00Z","36","3247","Paté kroute","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q52161606","Joshua Kitolano","http://commons.wikimedia.org/wiki/Special:FilePath/GAE%20-%20Sparta%20Rotterdam%20-%2053278200750%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Joshua_Kitolano","https://no.wikipedia.org/wiki/Joshua_Kitolano","2001-08-03T00:00:00Z","12","5021","Carlo Bruil Fotografie","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q66241169","Jude Bellingham","http://commons.wikimedia.org/wiki/Special:FilePath/Jude%20Bellingham%20England%20v%20Ghana%2023%20June%202026-061%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Jude_Bellingham","https://no.wikipedia.org/wiki/Jude_Bellingham","2003-06-29T00:00:00Z","77","2138","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q59381180","Julián Álvarez","http://commons.wikimedia.org/wiki/Special:FilePath/Julian%20Alvarez%20Argentina%20v%20Spain%2019%20July%202026-052%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Juli%C3%A1n_%C3%81lvarez","https://no.wikipedia.org/wiki/Juli%C3%A1n_%C3%81lvarez","2000-01-31T00:00:00Z","62","884","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q28717698","Julian Ryerson","http://commons.wikimedia.org/wiki/Special:FilePath/Julian%20Ryerson%20Morocco%20v%20Norway%207%20June%202026-200%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Julian_Ryerson","https://no.wikipedia.org/wiki/Julian_Ryerson","1997-11-17T00:00:00Z","43","3532","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q28933132","Jørgen Strand Larsen","http://commons.wikimedia.org/wiki/Special:FilePath/Jorgen%20Strand%20Larsen%20France%20v%20Norway%2026%20June%2026-152.jpg","https://nn.wikipedia.org/wiki/J%C3%B8rgen_Strand_Larsen","https://no.wikipedia.org/wiki/J%C3%B8rgen_Strand_Larsen","2000-02-06T00:00:00Z","35","3441","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q56424307","Karim Adeyemi","http://commons.wikimedia.org/wiki/Special:FilePath/FC%20RB%20Salzburg%20gegen%20SK%20Sturm%20Graz%20%282022-03-13%29%2056%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Karim_Adeyemi","https://no.wikipedia.org/wiki/Karim_Adeyemi","2002-01-18T00:00:00Z","49","1277","Werner100359","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q357984","Kevin De Bruyne","http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20De%20Bruyne%20USMNT%20v%20Belgium%20Mar%2028%202026-64%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Kevin_De_Bruyne","https://no.wikipedia.org/wiki/Kevin_De_Bruyne","1991-06-28T00:00:00Z","92","1103","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q19378157","Kristian Eriksen","http://commons.wikimedia.org/wiki/Special:FilePath/Kristian%20Eriksen%20Ham-Kam%202015.jpg","https://no.wikipedia.org/wiki/Kristian_Eriksen","https://no.wikipedia.org/wiki/Kristian_Eriksen","1995-07-18T00:00:00Z","8","1454","Cato Edvardsen","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q17058197","Kristian Fardal Opseth","http://commons.wikimedia.org/wiki/Special:FilePath/Kristian%20Fardal%20Opseth%202016%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Kristian_Fardal_Opseth","https://no.wikipedia.org/wiki/Kristian_Fardal_Opseth","1990-01-06T00:00:00Z","6","855","Bjørn Erik Pedersen","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q61721648","Kristian Thorstvedt","http://commons.wikimedia.org/wiki/Special:FilePath/Kristian%20Thorstvedt%20France%20v%20Norway%2026%20June%2026-015.jpg","https://nn.wikipedia.org/wiki/Kristian_Thorstvedt","https://no.wikipedia.org/wiki/Kristian_Thorstvedt","1999-03-13T00:00:00Z","33","1433","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q18157457","Kristoffer Ajer","http://commons.wikimedia.org/wiki/Special:FilePath/Kristoffer%20Vassbakk%20Ajer%20France%20v%20Norway%2026%20June%2026-013.jpg","https://nn.wikipedia.org/wiki/Kristoffer_Ajer","https://no.wikipedia.org/wiki/Kristoffer_Ajer","1998-04-17T00:00:00Z","35","2111","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q61080401","Kristoffer Askildsen","http://commons.wikimedia.org/wiki/Special:FilePath/Kristoffer%20Askildsen%2019%20Viking%20FK%20UECL%2020250813%20%281%29.jpg","https://no.wikipedia.org/wiki/Kristoffer_Askildsen","https://no.wikipedia.org/wiki/Kristoffer_Askildsen","2001-01-09T00:00:00Z","13","1264","Zafer","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q16236189","Kristoffer Haugen","http://commons.wikimedia.org/wiki/Special:FilePath/Kristoffer%20Haugen.JPG","https://no.wikipedia.org/wiki/Kristoffer_Haugen","https://no.wikipedia.org/wiki/Kristoffer_Haugen","1994-02-21T00:00:00Z","10","681","Jarle Vines","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q29415698","Kristoffer Zachariassen","http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Salzburg%20vs.%20Ferencv%C3%A1ros%20Budapest%20%282025-10-23%20UEFA%20Euroleague%29%2033%20%28Kristoffer%20Zachariassen%29.jpg","https://no.wikipedia.org/wiki/Kristoffer_Zachariassen","https://no.wikipedia.org/wiki/Kristoffer_Zachariassen","1994-01-27T00:00:00Z","10","1434","Werner100359","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q113704154","Lamine Yamal","http://commons.wikimedia.org/wiki/Special:FilePath/Lamine%20Yamal%20Argentina%20v%20Spain%2019%20July%202026-214%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Lamine_Yamal","https://no.wikipedia.org/wiki/Lamine_Yamal","2007-07-13T00:00:00Z","95","5086","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q20261219","Lars-Jørgen Salvesen","http://commons.wikimedia.org/wiki/Special:FilePath/Lars-J%C3%B8rgen%20Salvesen%2025042026%20%281%29.jpg","https://no.wikipedia.org/wiki/Lars-J%C3%B8rgen_Salvesen","https://no.wikipedia.org/wiki/Lars-J%C3%B8rgen_Salvesen","1996-02-19T00:00:00Z","7","1133","Timmy96","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q99293508","Lasse Selvåg Nordås","http://commons.wikimedia.org/wiki/Special:FilePath/LasseNordasAugust2025.jpg","https://no.wikipedia.org/wiki/Lasse_Selv%C3%A5g_Nord%C3%A5s","https://no.wikipedia.org/wiki/Lasse_Selv%C3%A5g_Nord%C3%A5s","2002-02-10T00:00:00Z","10","1521","Lax","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q630170","Leandro Paredes","http://commons.wikimedia.org/wiki/Special:FilePath/Leandro%20Paredes%20Argentina%20v%20Egypt%207%20July%202026-048.jpg","https://no.wikipedia.org/wiki/Leandro_Paredes","https://no.wikipedia.org/wiki/Leandro_Paredes","1994-06-29T00:00:00Z","55","1129","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q14373612","Lene Olsen","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Lehne%20Olsen%2001.jpg","https://no.wikipedia.org/wiki/Thomas_Lehne_Olsen","https://no.wikipedia.org/wiki/Thomas_Lehne_Olsen","1991-06-29T00:00:00Z","11","1619","Cato Edvardsen","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q30330390","Leo Østigård","http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20Ostigard%20Morocco%20v%20Norway%207%20June%202026-42.jpg","https://nn.wikipedia.org/wiki/Leo_%C3%98stig%C3%A5rd","https://no.wikipedia.org/wiki/Leo_Skiri_%C3%98stig%C3%A5rd","1999-11-28T00:00:00Z","37","1704","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q99584177","Liam Delap","http://commons.wikimedia.org/wiki/Special:FilePath/Liam%20Delap%20in%202025.jpg","https://no.wikipedia.org/wiki/Liam_Delap","https://no.wikipedia.org/wiki/Liam_Delap","2003-02-08T00:00:00Z","37","774","The White House","Public domain",""
"http://www.wikidata.org/entity/Q615","Lionel Messi","http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20Messi%20Argentina%20v%20Egypt%207%20July%202026-1.jpg","https://nn.wikipedia.org/wiki/Lionel_Messi","https://no.wikipedia.org/wiki/Lionel_Messi","1987-06-24T00:00:00Z","225","5415","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q112949","Magnus Wolff Eikrem","http://commons.wikimedia.org/wiki/Special:FilePath/Magnus%20Wolff%20Eikrem%20%28Molde%20FK%29%20-%20Norway%20national%20under-21%20football%20team%20%2801%29.jpg","https://nn.wikipedia.org/wiki/Magnus_Eikrem","https://no.wikipedia.org/wiki/Magnus_Wolff_Eikrem","1990-08-08T00:00:00Z","26","1635","Steindy ( talk ) 11:56, 1 April 2011 (UTC)","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q107365","Manuel Neuer","http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Neuer%20Ecuador%20v%20Germany%2025%20June%202026-148.jpg","https://nn.wikipedia.org/wiki/Manuel_Neuer","https://no.wikipedia.org/wiki/Manuel_Neuer","1986-03-27T00:00:00Z","99","733","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q22082505","Marc Cucurella","http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Cucurella%20Argentina%20v%20Spain%2019%20July%202026-064%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Marc_Cucurella","https://no.wikipedia.org/wiki/Marc_Cucurella","1998-07-22T00:00:00Z","58","1854","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q59268631","Marcus Holmgren Pedersen","http://commons.wikimedia.org/wiki/Special:FilePath/Marcus%20Holmgren%20Pedersen%20France%20v%20Norway%2026%20June%2026-010.jpg","https://nn.wikipedia.org/wiki/Marcus_Holmgren_Pedersen","https://no.wikipedia.org/wiki/Marcus_Holmgren_Pedersen","2000-07-16T00:00:00Z","32","1752","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1894303","Marcus Pedersen","http://commons.wikimedia.org/wiki/Special:FilePath/Marcus%20Pedersen%20%28Vitesse%20Arnhem%29%20-%20Norway%20national%20under-21%20football%20team%20%2801%29.jpg","https://no.wikipedia.org/wiki/Marcus_Pedersen","https://no.wikipedia.org/wiki/Marcus_Pedersen","1990-06-08T00:00:00Z","15","1210","Steindy ( talk ) 12:57, 1 April 2011 (UTC)","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q22951255","Marcus Rashford","http://commons.wikimedia.org/wiki/Special:FilePath/Marcus%20Rashford%20England%20v%20Panama%2027%20June%2026-047.jpg","https://nn.wikipedia.org/wiki/Marcus_Rashford","https://no.wikipedia.org/wiki/Marcus_Rashford","1997-10-31T00:00:00Z","86","1502","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q3431011","Martin Linnes","http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Linnes%2C%202018.jpg","https://nn.wikipedia.org/wiki/Martin_Linnes","https://no.wikipedia.org/wiki/Martin_Linnes","1991-09-20T00:00:00Z","25","1051","Ирина Рыбакова","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q20730207","Martin Samuelsen","http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Samuelsen%20%282019%29.jpg","https://no.wikipedia.org/wiki/Martin_Samuelsen","https://no.wikipedia.org/wiki/Martin_Samuelsen","1997-04-17T00:00:00Z","14","1694","VVV-Venlo","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q16902219","Martin Ødegaard","http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Odegaard%20Morocco%20v%20Norway%207%20June%202026-56%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Martin_%C3%98degaard","https://no.wikipedia.org/wiki/Martin_%C3%98degaard","1998-12-17T00:00:00Z","64","9414","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q61986758","Mason Greenwood","http://commons.wikimedia.org/wiki/Special:FilePath/Mason%20Greenwood%2011%20Fenerbah%C3%A7e%2020260805%20%284%29%20%28cropped%29%20%28cropped%29.JPG","https://no.wikipedia.org/wiki/Mason_Greenwood","https://no.wikipedia.org/wiki/Mason_Greenwood","2001-10-01T00:00:00Z","48","670","User:Zafer","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q110930047","Mathias Fjørtoft Løvik","http://commons.wikimedia.org/wiki/Special:FilePath/Mathias%20Fj%C3%B8rtoft%20L%C3%B8vik%2031.jpg","https://no.wikipedia.org/wiki/Mathias_Fj%C3%B8rtoft_L%C3%B8vik","https://no.wikipedia.org/wiki/Mathias_Fj%C3%B8rtoft_L%C3%B8vik","2003-12-06T00:00:00Z","7","2519","Peter Fiskerstrand","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q83788730","Mathias Kjølø","http://commons.wikimedia.org/wiki/Special:FilePath/Mathias%20kjl-1695382578.jpg","https://no.wikipedia.org/wiki/Mathias_Kj%C3%B8l%C3%B8","https://no.wikipedia.org/wiki/Mathias_Kj%C3%B8l%C3%B8","2001-06-27T00:00:00Z","14","4887","Hans Reefman","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q18810392","Mathias Rasmussen","http://commons.wikimedia.org/wiki/Special:FilePath/2026-09-08%20-%20FC%20St%20Pauli%20-%20Mathias%20Rasmussen.jpg","https://no.wikipedia.org/wiki/Mathias_Rasmussen","https://no.wikipedia.org/wiki/Mathias_Rasmussen","1997-11-25T00:00:00Z","17","1228","Lanthan2003","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q62050484","Michael Olise","http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Olise%20France%20v%20Senegal%2016%20June%202026-307%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Michael_Olise","https://no.wikipedia.org/wiki/Michael_Olise","2001-12-12T00:00:00Z","61","2032","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q3379222","Mohamed Elyounoussi","http://commons.wikimedia.org/wiki/Special:FilePath/CSKA%20Moscow%20v%20Basel%20%283%29.jpg","https://nn.wikipedia.org/wiki/Mohamed_Elyounoussi","https://no.wikipedia.org/wiki/Mohamed_Elyounoussi","1994-08-04T00:00:00Z","30","1421","Дмитрий Голубович","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q19973671","Mohamed Ofkir","http://commons.wikimedia.org/wiki/Special:FilePath/250524%20FC%20%EC%84%9C%EC%9A%B8%20vs%20%EC%88%98%EC%9B%90%20%28Mohamed%20Ofkir%29.jpg","https://no.wikipedia.org/wiki/Mohamed_Ofkir","https://no.wikipedia.org/wiki/Mohamed_Ofkir","1996-08-04T00:00:00Z","14","998","Explicit","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
