item,itemLabel,image,article,rankArticle,manufacturerLabel,vehicleTypeLabel,productionStart,sitelinks,iconic,pageviews,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q1407659","Ferrari 308 GTB","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20308GTB%20Lightweight%20%281976%29%20-%2014453314104%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Ferrari_308","https://no.wikipedia.org/wiki/Ferrari_308","Ferrari","Sportsbil","","25","0","82","Original: Steve Glover from Bolton, Lancs., England / Derivative work: Danyele","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q117235","Ferrari 360","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari360.JPG","https://no.wikipedia.org/wiki/Ferrari_360","https://no.wikipedia.org/wiki/Ferrari_360","Ferrari","Sportsbil","","35","0","61","Buttonfreak at Dutch Wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q556329","Ferrari 400","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20400%20%281979%29%201X7A6536.jpg","https://no.wikipedia.org/wiki/Ferrari_400","https://no.wikipedia.org/wiki/Ferrari_400","Ferrari","grand tourer","","15","0","32","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q276396","Ferrari 458","http://commons.wikimedia.org/wiki/Special:FilePath/2011%20Ferrari%20458%20Italia%206.jpg","https://no.wikipedia.org/wiki/Ferrari_458","https://no.wikipedia.org/wiki/Ferrari_458","Ferrari","Sportsbil","","39","0","129","Calreyn88","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q18943721","Ferrari 488","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20488%20GTB%201X7A7211.jpg","https://no.wikipedia.org/wiki/Ferrari_488","https://no.wikipedia.org/wiki/Ferrari_488","Ferrari","Sportsbil","","28","0","107","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1324461","Ferrari 575","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20550%20Maranello%20-%20Flick%20-%20Concorso%20Italiano%202005.jpg","https://no.wikipedia.org/wiki/Ferrari_575","https://no.wikipedia.org/wiki/Ferrari_575","Ferrari","grand tourer","","24","0","46","Craig Howell from San Carlos, CA, USA","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q385268","Ferrari 599","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari599%20A6%201.JPG","https://no.wikipedia.org/wiki/Ferrari_599","https://no.wikipedia.org/wiki/Ferrari_599","Ferrari","grand tourer","","34","0","67","Sovxx","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q951004","Ferrari 612","http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20silver%20Scaglietti.jpg","https://no.wikipedia.org/wiki/Ferrari_612","https://no.wikipedia.org/wiki/Ferrari_612","Ferrari","grand tourer","","25","0","32","Tim Dobbelaere from Ieper, Belgium","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q28790462","Ferrari 812 Superfast","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20812%20Superfast%20IMG%208829.jpg","https://no.wikipedia.org/wiki/Ferrari_812_Superfast","https://no.wikipedia.org/wiki/Ferrari_812_Superfast","Ferrari","Sportsbil","","23","0","63","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q136214701","Ferrari 849 Testarossa","http://commons.wikimedia.org/wiki/Special:FilePath/2026%20Ferrari%20849%20Testarossa%20Assetto%20Fiorano%20in%20Blu%20Corsa.jpg","https://no.wikipedia.org/wiki/Ferrari_849_Testarossa","https://no.wikipedia.org/wiki/Ferrari_849_Testarossa","Ferrari","Sportsbil","","14","0","42","Andrew Bone from Weymouth, England, UK.","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q136765954","Ferrari Amalfi","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20Amalfi%20%28retouched%29.jpg","https://no.wikipedia.org/wiki/Ferrari_Amalfi","https://no.wikipedia.org/wiki/Ferrari_Amalfi","Ferrari","grand tourer","","14","0","26","Alexandre Prevot (retouched by NearEMPTiness )","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q577917","Ferrari Berlinetta Boxer","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20Berlinetta%20Boxer-terabass.jpg","https://no.wikipedia.org/wiki/Ferrari_Berlinetta_Boxer","https://no.wikipedia.org/wiki/Ferrari_Berlinetta_Boxer","Ferrari","Sportsbil","","21","0","30","Terabass","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q744792","Ferrari California","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20California%20T.jpg","https://no.wikipedia.org/wiki/Ferrari_California","https://no.wikipedia.org/wiki/Ferrari_California","Ferrari","grand tourer","","36","0","20","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q109655897","Ferrari Daytona SP3","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20Daytona%20SP3%20front%20side%20at%20CF%202022%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Ferrari_Daytona_SP3","https://no.wikipedia.org/wiki/Ferrari_Daytona_SP3","Ferrari","superbil","","17","0","58","Prova MO","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q976334","Ferrari F12berlinetta","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20F12berlinetta%20IMG%202941.jpg","https://no.wikipedia.org/wiki/Ferrari_F12berlinetta","https://no.wikipedia.org/wiki/Ferrari_F12berlinetta","Ferrari","Sportsbil","","30","0","94","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1146729","Ferrari F355","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20F355%20%288735086047%29%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Ferrari_F355","https://no.wikipedia.org/wiki/Ferrari_F355","Ferrari","Sportsbil","","31","0","61","Alexandre Prévot from Nancy, France","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q463627","Ferrari F40","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20F40%207.jpg","https://no.wikipedia.org/wiki/Ferrari_F40","https://no.wikipedia.org/wiki/Ferrari_F40","Ferrari","superbil","","40","1","364","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q239793","Ferrari F430","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20F430%202.jpg","https://no.wikipedia.org/wiki/Ferrari_F430","https://no.wikipedia.org/wiki/Ferrari_F430","Ferrari","Sportsbil","","39","0","71","Cars en travel at Dutch Wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q748461","Ferrari F50","http://commons.wikimedia.org/wiki/Special:FilePath/A%20Ferrari%20F50.jpg","https://no.wikipedia.org/wiki/Ferrari_F50","https://no.wikipedia.org/wiki/Ferrari_F50","Ferrari","superbil","","34","1","62","MrWalkr","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q121072170","Ferrari F8","http://commons.wikimedia.org/wiki/Special:FilePath/2020%20Ferrari%20F8.jpg","https://no.wikipedia.org/wiki/Ferrari_F8","https://no.wikipedia.org/wiki/Ferrari_F8","Ferrari","Sportsbil","","22","0","88","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q130549590","Ferrari F80","http://commons.wikimedia.org/wiki/Special:FilePath/FerrariF80%20%28resized%29.jpg","https://no.wikipedia.org/wiki/Ferrari_F80","https://no.wikipedia.org/wiki/Ferrari_F80","Ferrari","superbil","","20","0","59","Pauls.127","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q943299","Ferrari FF","http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Ferrari%20FF%2C%20Blu%20TdF%2C%20front%20left.jpg","https://no.wikipedia.org/wiki/Ferrari_FF","https://no.wikipedia.org/wiki/Ferrari_FF","Ferrari","grand tourer","","31","0","42","Mr.choppers","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q1000732","Ferrari GT4","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20Dino%20308%20GT4%20%281978%29%20Solitude%20Revival%202022%201X7A0131.jpg","https://no.wikipedia.org/wiki/Ferrari_GT4","https://no.wikipedia.org/wiki/Ferrari_GT4","Ferrari","Sportsbil","","19","0","14","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q22673219","Ferrari GTC4Lusso","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20GTC4Lusso%20IMG%203517.jpg","https://no.wikipedia.org/wiki/Ferrari_GTC4Lusso","https://no.wikipedia.org/wiki/Ferrari_GTC4Lusso","Ferrari","grand tourer","","18","0","42","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q176152","Ferrari GTO","http://commons.wikimedia.org/wiki/Special:FilePath/FerrariGTO.jpg","https://no.wikipedia.org/wiki/Ferrari_288_GTO","https://no.wikipedia.org/wiki/Ferrari_288_GTO","Ferrari","superbil","","32","0","43","Karrmann","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q268935","Ferrari Mondial","http://commons.wikimedia.org/wiki/Special:FilePath/1978%20Ferrari%20Mondial%20shipped%20to%20Cape%20Town%2C%20South%20Africa%20by%20Wavecrest%20Ltd%2C%20Gravesend%2C%20Kent%20-%2023%20August%202011.jpg","https://no.wikipedia.org/wiki/Ferrari_Mondial","https://no.wikipedia.org/wiki/Ferrari_Mondial","Ferrari","grand tourer","","18","0","32","Glen Humble","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q56669338","Ferrari Monza SP","http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Motor%20Show%202018%2C%20Paris%20%281Y7A0817%29.jpg","https://no.wikipedia.org/wiki/Ferrari_Monza_SP","https://no.wikipedia.org/wiki/Ferrari_Monza_SP","Ferrari","Sportsbil","","17","0","40","Matti Blume","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q830375","Ferrari Testarossa","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20Testarossa%2001.jpg","https://no.wikipedia.org/wiki/Ferrari_Testarossa","https://no.wikipedia.org/wiki/Ferrari_Testarossa","Ferrari","Sportsbil","","30","1","159","TTTNIS","Public domain",""
"http://www.wikidata.org/entity/Q21529621","Fiat 124 Spider","http://commons.wikimedia.org/wiki/Special:FilePath/2016%20Fiat%20124%20Spider%20Lusso%2B%201.4%20Front.jpg","https://no.wikipedia.org/wiki/Fiat_124_Spider","https://no.wikipedia.org/wiki/Fiat_124_Spider","Fiat","roadster","","21","0","64","Vauxford","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1410513","Fiat 8V","http://commons.wikimedia.org/wiki/Special:FilePath/1955FiatV8BerlinettaCoupe.jpg","https://no.wikipedia.org/wiki/Fiat_8V","https://no.wikipedia.org/wiki/Fiat_8V","Fiat","Sportsbil","","18","0","24","uzvards","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q1123868","Fiat Coupé","http://commons.wikimedia.org/wiki/Special:FilePath/Fiat%20Coup%C3%A9%20front%2020090604.jpg","https://no.wikipedia.org/wiki/Fiat_Coup%C3%A9","https://no.wikipedia.org/wiki/Fiat_Coup%C3%A9","Fiat","Sportsbil","","29","0","80","Rudolf Stricker","Attribution",""
"http://www.wikidata.org/entity/Q964034","Fiat Dino","http://commons.wikimedia.org/wiki/Special:FilePath/Fiat%20Dino%202400%20Bertone%202.jpg","https://no.wikipedia.org/wiki/Fiat_Dino","https://no.wikipedia.org/wiki/Fiat_Dino","Fiat","Sportsbil","","18","0","65","ChiemseeMan","Public domain",""
"http://www.wikidata.org/entity/Q669666","Fiat X1/9","http://commons.wikimedia.org/wiki/Special:FilePath/Fiat%20X1-9%2C%20Bj.%201977%20%282018-06-03%20Sp%20r%29.JPG","https://no.wikipedia.org/wiki/Fiat_X1/9","https://no.wikipedia.org/wiki/Fiat_X1/9","Fiat","Sportsbil","","23","0","73","Lothar Spurzem","CC BY-SA 2.0 de","https://creativecommons.org/licenses/by-sa/2.0/de/deed.en"
"http://www.wikidata.org/entity/Q750788","Ford GT","http://commons.wikimedia.org/wiki/Special:FilePath/Ford%20GT%20%281st%20generation%29%20coupes%20Motorworld%20Munich%201X7A0045.jpg","https://no.wikipedia.org/wiki/Ford_GT","https://no.wikipedia.org/wiki/Ford_GT","Ford Motor Company","superbil","","30","1","115","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1133834","Ford Thunderbird","http://commons.wikimedia.org/wiki/Special:FilePath/1957%20Ford%20Thunderbird%20%2828911503716%29%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Ford_Thunderbird","https://no.wikipedia.org/wiki/Ford_Thunderbird","Ford Motor Company","Sportsbil","","29","1","186","Greg Gjerdingen from Willmar, USA","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q748126","Honda NSX","http://commons.wikimedia.org/wiki/Special:FilePath/Honda%20NSX%20%284AA-NC1%29.jpg","https://no.wikipedia.org/wiki/Honda_NSX","https://no.wikipedia.org/wiki/Honda_NSX","Honda","Sportsbil","","31","1","149","Tokumeigakarinoaoshima","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q923426","Iso Grifo","http://commons.wikimedia.org/wiki/Special:FilePath/Iso%20grifo.jpg","https://no.wikipedia.org/wiki/Iso_Grifo","https://no.wikipedia.org/wiki/Iso_Grifo","Iso Rivolta","Sportsbil","","15","0","50","Sottotono","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q249303","Jaguar E-type","http://commons.wikimedia.org/wiki/Special:FilePath/Ol%20car06a.JPG","https://no.wikipedia.org/wiki/Jaguar_E-Type","https://no.wikipedia.org/wiki/Jaguar_E-Type","Jaguar","Sportsbil","","29","1","140","Tedmek","Public domain",""
"http://www.wikidata.org/entity/Q1678497","Jaguar F-Type","http://commons.wikimedia.org/wiki/Special:FilePath/2021%20Jaguar%20F-Type%20R-Dynamic%20facelift.jpg","https://no.wikipedia.org/wiki/Jaguar_F-Type","https://no.wikipedia.org/wiki/Jaguar_F-Type","Jaguar Land Rover","Sportsbil","","28","0","90","Liam Walker","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q965952","Jaguar XK","http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar%20X150%20front%2020080223.jpg","https://no.wikipedia.org/wiki/Jaguar_XK","https://no.wikipedia.org/wiki/Jaguar_XK","Jaguar","grand tourer","","23","0","84","Rudolf Stricker","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1687448","Jensen Interceptor","http://commons.wikimedia.org/wiki/Special:FilePath/1971%20Jensen%20Interceptor%20MkII%2C%20front%20left%20%28USA%29.jpg","https://no.wikipedia.org/wiki/Jensen_Interceptor","https://no.wikipedia.org/wiki/Jensen_Interceptor","Jensen","grand tourer","","15","0","322","Mr.choppers","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q1147816","Koenigsegg CCR","http://commons.wikimedia.org/wiki/Special:FilePath/Koenigsegg-CCR-%2704.jpg","https://no.wikipedia.org/wiki/Koenigsegg_CCR","https://no.wikipedia.org/wiki/Koenigsegg_CCR","Koenigsegg","superbil","","22","0","14","","Public domain",""
"http://www.wikidata.org/entity/Q635891","Koenigsegg CCX","http://commons.wikimedia.org/wiki/Special:FilePath/Purple%20Koenigsegg%20CCX%20fl.jpg","https://no.wikipedia.org/wiki/Koenigsegg_CCX","https://no.wikipedia.org/wiki/Koenigsegg_CCX","Koenigsegg","superbil","","25","0","17","Trubble","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q15894547","Koenigsegg One:1","http://commons.wikimedia.org/wiki/Special:FilePath/Koenigsegg%20One-1%20-%20Gen%C3%A8ve%202014%20-%2001.jpg","https://no.wikipedia.org/wiki/Koenigsegg_One:1","https://no.wikipedia.org/wiki/Koenigsegg_One:1","Koenigsegg","superbil","","15","0","52","Eduardo Parise / eduparise","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q3069684","LaFerrari","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20LaFerrari%20GIMS%202024%201X7A2272.jpg","https://no.wikipedia.org/wiki/LaFerrari","https://no.wikipedia.org/wiki/LaFerrari","Ferrari","superbil","","38","1","136","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q569269","Lamborghini 350GT","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20350%20GT%201964.jpg","https://no.wikipedia.org/wiki/Lamborghini_350GT","https://no.wikipedia.org/wiki/Lamborghini_350GT","Lamborghini","Sportsbil","","26","0","76","Simon Davison","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q1140314","Lamborghini 400GT","http://commons.wikimedia.org/wiki/Special:FilePath/400GT.JPG","https://no.wikipedia.org/wiki/Lamborghini_400GT","https://no.wikipedia.org/wiki/Lamborghini_400GT","Lamborghini","grand tourer","","24","0","25","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q863812","Lamborghini Countach","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Countach%2025th%20Anniversary%20IMG%202994.jpg","https://no.wikipedia.org/wiki/Lamborghini_Countach","https://no.wikipedia.org/wiki/Lamborghini_Countach","Lamborghini","superbil","","37","1","140","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q462223","Lamborghini Diablo","http://commons.wikimedia.org/wiki/Special:FilePath/12-10-25-autostadt-wolfsburg-by-RalfR-31.jpg","https://no.wikipedia.org/wiki/Lamborghini_Diablo","https://no.wikipedia.org/wiki/Lamborghini_Diablo","Lamborghini","superbil","","40","1","69","Ralf Roletschek ( talk ) - Infos über Fahrräder auf fahrradmonteur.de","GFDL 1.2","https://www.gnu.org/licenses/old-licenses/fdl-1.2.html"
"http://www.wikidata.org/entity/Q127039","Lamborghini Espada","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Espada%20S3.jpg","https://no.wikipedia.org/wiki/Lamborghini_Espada","https://no.wikipedia.org/wiki/Lamborghini_Espada","Lamborghini","grand tourer","","27","0","52","Mobius","Public domain",""
"http://www.wikidata.org/entity/Q152917","Lamborghini Gallardo","http://commons.wikimedia.org/wiki/Special:FilePath/Orange%20Lamborghini%20Gallardo%20LP560%20fl.JPG","https://no.wikipedia.org/wiki/Lamborghini_Gallardo","https://no.wikipedia.org/wiki/Lamborghini_Gallardo","Lamborghini","Sportsbil","","43","0","102","Matti Blume","CC BY 2.0 de","https://creativecommons.org/licenses/by/2.0/de/deed.en"
"http://www.wikidata.org/entity/Q15396270","Lamborghini Huracán","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Hurac%C3%A1n%20Tecnica%201X7A7430.jpg","https://no.wikipedia.org/wiki/Lamborghini_Hurac%C3%A1n","https://no.wikipedia.org/wiki/Lamborghini_Hurac%C3%A1n","Lamborghini","Sportsbil","","40","0","70","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q577851","Lamborghini Islero","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Islero%2C%20Techno%20Classica%202018%2C%20Essen%20%28IMG%209696%29.jpg","https://no.wikipedia.org/wiki/Lamborghini_Islero","https://no.wikipedia.org/wiki/Lamborghini_Islero","Lamborghini","Sportsbil","","24","0","46","Matti Blume","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q870541","Lamborghini Jalpa","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Jalpa%20%2814534667392%29.jpg","https://no.wikipedia.org/wiki/Lamborghini_Jalpa","https://no.wikipedia.org/wiki/Lamborghini_Jalpa","Lamborghini","Sportsbil","","26","0","49","ilikewaffles11","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q1060937","Lamborghini Jarama","http://commons.wikimedia.org/wiki/Special:FilePath/Lambo%20Jarama.jpg","https://no.wikipedia.org/wiki/Lamborghini_Jarama","https://no.wikipedia.org/wiki/Lamborghini_Jarama","Lamborghini","grand tourer","","23","0","25","Karrmann","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q850536","Lamborghini Miura","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Miura%20P400%20S%20Classic-Days%202022%20DSC%200086.jpg","https://no.wikipedia.org/wiki/Lamborghini_Miura","https://no.wikipedia.org/wiki/Lamborghini_Miura","Lamborghini","superbil","1966-01-01T00:00:00Z","33","1","135","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q216757","Lamborghini Murciélago","http://commons.wikimedia.org/wiki/Special:FilePath/2007%20Lamborghini%20Murcielago%203.jpg","https://no.wikipedia.org/wiki/Lamborghini_Murci%C3%A9lago","https://no.wikipedia.org/wiki/Lamborghini_Murci%C3%A9lago","Lamborghini","superbil","","44","0","121","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q842432","Lamborghini Reventón","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Revent%C3%B3n.jpg","https://no.wikipedia.org/wiki/Lamborghini_Revent%C3%B3n","https://no.wikipedia.org/wiki/Lamborghini_Revent%C3%B3n","Lamborghini","Sportsbil","","32","0","41","Taco Ekkel from Amsterdam","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q117309045","Lamborghini Revuelto","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Revuelto%20-%202024%20%2854326344793%29.jpg","https://no.wikipedia.org/wiki/Lamborghini_Revuelto","https://no.wikipedia.org/wiki/Lamborghini_Revuelto","Lamborghini","Sportsbil","","22","0","76","John Bauld from Toronto, Canada","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q29078","Lamborghini Sesto Elemento","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Sesto%20Elemento%207.jpg","https://no.wikipedia.org/wiki/Lamborghini_Sesto_Elemento","https://no.wikipedia.org/wiki/Lamborghini_Sesto_Elemento","Lamborghini","Sportsbil","","32","0","30","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q67087185","Lamborghini Sián","http://commons.wikimedia.org/wiki/Special:FilePath/2022%20Lamborghini%20Sian%20FKP%2037.jpg","https://no.wikipedia.org/wiki/Lamborghini_Si%C3%A1n","https://no.wikipedia.org/wiki/Lamborghini_Si%C3%A1n","Lamborghini","Sportsbil","","27","0","69","MrWalkr","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1060929","Lamborghini Silhouette","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Silhouette%20targa%20at%20Classic%20Remise%20Berlin%2C%20front%20right.jpg","https://no.wikipedia.org/wiki/Lamborghini_Silhouette","https://no.wikipedia.org/wiki/Lamborghini_Silhouette","Lamborghini","Sportsbil","","22","0","41","Mr.choppers","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q1051787","Lamborghini Urraco","http://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Urraco%20P111%20%28France%29.jpg","https://no.wikipedia.org/wiki/Lamborghini_Urraco","https://no.wikipedia.org/wiki/Lamborghini_Urraco","Lamborghini","Sportsbil","","24","0","36","Alexandre Prévot from Nancy, France, cropped and lightly altered by uploader Mr.choppers","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q1801839","Lancia Aurelia","http://commons.wikimedia.org/wiki/Special:FilePath/Lancia%20Aurelia%20B12%20in%20Rovigo%20%282%29.jpg","https://no.wikipedia.org/wiki/Lancia_Aurelia","https://no.wikipedia.org/wiki/Lancia_Aurelia","Fiat","grand tourer","","17","0","13","Threecharlie","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q931380","Lancia Stratos","http://commons.wikimedia.org/wiki/Special:FilePath/Lancia%20Stratos%20HF%20001.JPG","https://no.wikipedia.org/wiki/Lancia_Stratos","https://no.wikipedia.org/wiki/Lancia_Stratos","Fiat","Sportsbil","","27","1","57","Tennen-Gas","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1341985","Lexus LFA","http://commons.wikimedia.org/wiki/Special:FilePath/2011%20Lexus%20LFA%20White.jpg","https://no.wikipedia.org/wiki/Lexus_LFA","https://no.wikipedia.org/wiki/Lexus_LFA","Toyota Motor Corporation","Sportsbil","","26","1","137","MrWalkr","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q482514","Lotus Elan","http://commons.wikimedia.org/wiki/Special:FilePath/Lotus%20Elan%201992.jpg","https://no.wikipedia.org/wiki/Lotus_Elan","https://no.wikipedia.org/wiki/Lotus_Elan","Lotus","Sportsbil","","21","1","29","Enthusiast at German Wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q106639062","Lotus Emira","http://commons.wikimedia.org/wiki/Special:FilePath/2024%20Lotus%20Emira%20First%20Edition.jpg","https://no.wikipedia.org/wiki/Lotus_Emira","https://no.wikipedia.org/wiki/Lotus_Emira","Lotus Cars","Sportsbil","","19","0","31","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q572137","Lotus Evora","http://commons.wikimedia.org/wiki/Special:FilePath/2016%20Lotus%20Evora%20400%20Auto.jpg","https://no.wikipedia.org/wiki/Lotus_Evora","https://no.wikipedia.org/wiki/Lotus_Evora","Lotus Cars","Sportsbil","","21","0","35","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
